,text
0,Leather goods reconditioned and shotguns cleaned (even cleaned those that haven't been shot since their last  clean… https://t.co/OzapqKHgXh
1,"Money, not goods, are best way to help with #Harvey recovery. Great list of organizations to donate to here: https://t.co/2bu5QG0HAM"
2,"Reminders:
Get lots of water.
Dry goods. (soup, granola bars.)
Full tank of gas. 
Fill your tub.
Have a back-up plan.
#harvey"
3,"Hotel mgr just told me a group of law enforcement left their d/t Corpus hotel to come here, ours is sturdier. #goodsign, #Harvey"
4,"Soft goods, clothing, and textiles impacted by flood can now be restored.  Here's how: https://t.co/YqHMB8wzgy #flood #hurricane #harvey"
5,"Capitalism, free markets, allow the efficient distribution of goods across thousands of miles to people who need them quickly. #Harvey @aei"
6,"Need to make a list of relief goods, Texas is going to need it after #Harvey"
7,"""Pics from HEB in Conroe. Plenty of water, out of bread and other dry &amp; canned goods. Definitely stocked up on beer… https://t.co/Rcg0d1dxc1"
8,The middle of Kroger everyone's stocking up on water and other goods then there's one guy with about 25 30 cases #staylitcstat #Harvey
9,"Ahead of #Harvey stopped at @SamsClub on S Rice Ave in #Houston  Long lines for gas and goods, but customers and st… https://t.co/tn55qhe7Kh"
10,"#Harvey good idea to make a hurricane kit. Batteries, weather radio, lots of water, canned goods, first aid, flashlights, medications"
11,"Oh, and #Montrose Kroger is out of water pre- #Harvey, FYI. Still lots of snacks, canned goods, energy drinks @KPRC2 https://t.co/FtSCb129SP"
12,@BBQsnob @southern_goods that crispy skin looks great!   should do this again if we survive #harvey.
13,"Coworker just texted me, we ran out of water and canned goods at the store, said produce is going like crazy too #Harvey"
14,"School has been canceled, have our batteries, candles, water &amp; all the canned goods I could buy.  We are ready for #Harvey. @d33ness72"
15,Pressure is dropping... #Notagoodsign #Harvey https://t.co/uWVaOi8Gz8
16,The entire US better be ready for big increase in gas prices and overall goods if this is as bad as it's predicted #Harvey #IndustrialTowns
17,Are we supposed to be stocking up on can goods and water or do we just go get a bunch of beer?  Asking for a friend. #Harvey
18,"Generator, portable AC, canned goods &amp; cupcakes. You know- the essentials. We ready. #Harvey #TropicalstormHarvey… https://t.co/bpTF1UnN3N"
19,#harvey... it's time for Texas to prep. Let the fun begin... hoarding water &amp; can goods. It's glamping without the glam. 🌧⛺️
20,"@edeywbr Putting boards up tomorrow, got H20, Snacks, beer, ice, canned goods, batteries replaced in Flashlights, s… https://t.co/k3wp9UMvqg"
21,"People are already making a run on water, tuna, canned goods, and GAS! #Harvey Hope I bought enough provisions..."
22,People in Houston seemed to be worried about #Harvey coming on TV. Why stockpile canned goods over a movie about a… https://t.co/97kSVjmO1m
23,"#Harvey
🔴USA Aid requires shipment of goods from us on American vessels,which means support of USA shipping compani… https://t.co/M3VsaYvBl7"
24,#Harvey I think that goodwill needs to take truckloads of goods to the shelters.     Donated for such a time as this
25,Wonder what impact increase in price of gas and a lot of other goods caused by #Harvey hitting Houston will have on Trump poll numbers?
26,"Trusted World is accepting donations, also heard they're looking for volunteers to help sort goods. 15660 N. Dallas… https://t.co/SwJmG0IBDS"
27,Never eat foods that have touched flood water. Even canned goods could become contaminated. #HurricaneHarvery… https://t.co/T2r0Nn6UDd
28,"Does anyone know of any organizations in the DFW area that are collecting physical goods (food, clothes, etc) for #Harvey victims? #Houston"
29,"From #joplintornado experience, we know that #Harvey victims need cash, not your used clothing and household goods. Donate wisely."
30,Any Columbus-area orgs collecting goods to help with #harvey #HarveyStorm? We'd like to help. @RedCross @BuckeyeRedCross @SalvationArmyUS
31,"People in areas near where #Harvey is taking its toll please gather up blankets, canned goods &amp; clothing &amp; donate if you dont have money"
32,"Houston Chronicle list of legitimate donation sites for $$, goods, food, &amp; blood donations
https://t.co/3tSEaXNREF… https://t.co/hOu2sQTGe8"
33,Of thousands (millions more likely) goods from #Harvey in TX that will get caught up in floods. This disaster is in… https://t.co/3vuwmcOANI
34,Adrian Perryman brought baked goods for evacuees at shelter. His normal routine involves helping people who are hom… https://t.co/jqjDSOAnbS
35,Up to 60% of goods donated for disaster relief end up landfill. Don't be part of 2nd disaster… https://t.co/69Cq4yYu1J
36,Coverage of strangers helping strangers in #Houston just made me cry a little. People are good❤️ #goodsamaritans #Harvey #pregnancyhormones
37,@midwestfoodbank collecting dry goods and toiletries to send down to Texas to help with #Harvey relief efforts. https://t.co/EZOWKmLxXC
38,Incredible efforts by #goodsamaritans across South #Texas as #Harvey won't stop https://t.co/yYdu36GstK
39,"To help or donate goods for the people in Houston #Harvey #Houston 
@funder @RWPUSA @JoeNBC @Amy_Siskind @CNN… https://t.co/OwIiZCHFRr"
40,"#Amarillo fans &amp; family, @Jedi_Swagger is working on setting up collection points for animal goods &amp; supplies for those affected by #Harvey"
41,"Hey Pastor, I've got some used but washed underwear and four boxes of expired canned goods to donate for #Harvey relief. Drop off tomorrow?"
42,"#Boston launches 'Help for Houston,' collecting goods for victims of #Harvey https://t.co/aPdeiz8vbd"
43,Freight companies scramble to reroute goods in wake of #Harvey https://t.co/oTg2Z7uwA7 via @WSJ
44,"#Boston launches 'Help for Houston,' collecting goods for victims of #Harvey. https://t.co/7PWoXMgaJe https://t.co/BFyu43Rlrt"
45,"Rhule says they will offer free admission to those affected by #Harvey, will also be accepting canned goods at #Baylor's season opener"
46,Someone needs to collect a list of all the biz donating goods/space/assistance to #Harvey relieve so we can shop the heck out  of them ltr.
47,You want to help with goods or services?   Call Our @cityofcc Call Center at (361) 826-2489  #Harvey
48,#Freight companies scramble to reroute goods in wake of #Harvey https://t.co/j5CfnU6hFa
49,"@TheFive @realDonaldTrump @jessebwatters OPTIMISTIC: #Harvey's goods, its logistics WILL BE prioritized as No1 for… https://t.co/GqDeJ28VfS"
50,"world maximun boss #WorldkingRA state is giving support to #USA rebuild 30000 people houses,goods afected #Harvey H… https://t.co/5rsZQoSgtR"
51,"BF Terry still collecting blankets &amp; pillows for bedtime, but told me they need paper goods for meals tomorrow! #Harvey #LCISDFamily"
52,"Also: bring TP/PT, water, bleach, trash bags, pop-top canned goods, diapers &amp; wipes to @ugly_bbq Saturday night for @2ndHarvestGNOA. #Harvey"
53,"I'm gonna out myself here probably.  My church, Good Shepherd Dallas, is taking donations of goods.
11122 Midway Rd. 
Dallas, TX.
#Harvey"
