,text
57,Evaluate weather advisories to determine if you need to delay or cancel church services or programs. #ARMCares #Harvey #TropicalStorm
58,@realDonaldTrump Pay for more FEMA and government services that HELP people... not the wall. #Harvey
59,We are continuing to monitor projections for #Harvey and will update what impact it will have on our programs and services. Be Safe.
60,Texas State Technical College in Harlingen is closing at noon today to all student services. Campus to remain closed through Friday. #Harvey
61,Texas State Technical College in Harlingen is closing at noon today to all student services. Campus to remain closed through Friday. #Harvey
62,#PlanAhead for #Harvey with steps @ https://t.co/kfGpW4CS6D 24 hr hotline &amp; @BELFORGroup partner services @ https://t.co/PpmaYFepvC #BeSafe
63,"Despite the rains and winds from the wayward storm #harvey, you can rest assured that our services and your data wi… https://t.co/1QazOkx7Jw"
64,"As #Harvey approaches, follow the storm's path or find emergency services for loved ones in the area using the… https://t.co/QBVvpbE3C3"
65,"As #Harvey approaches, follow the storm's path or find emergency services for loved ones in the area using the… https://t.co/Y9HTWSMQgm"
66,"As #Harvey approaches, follow the storm's path or find emergency services for loved ones in the area using the… https://t.co/UkaKodnguw"
67,"As #Harvey approaches, follow the storm's path or find emergency services for loved ones in the area using the… https://t.co/zJLU8atylM"
68,"#Harvey
Hope those Texas Republicans don't use any government services and money. Oh, wait, those are the ""deserving"" citizens."
69,"Promote your products or services locally or globally using business page in Google my business
#Harvey #SwishSwish
https://t.co/G64uiGCNww"
70,#NTX emergency services getting ready to help in South #Texas as #Harvey approaches coast. https://t.co/5VuUUmWZlM
71,"#Harvey may cause significant flooding, power outages. #PublicLibraries often offer resources &amp; services to help a community recover."
72,"#CTEH is on-call to help clients before &amp; after #Harvey with ER, IH, site safety evals &amp; disaster recovery services… https://t.co/1gJcU8r5lf"
73,Galveston anticipating disruption to services because of #Harvey https://t.co/Qli1FVRQqh
74,"NEW: Bayshore Medical Center in Pasadena, Texas is evacuating 200 patients and suspending services due to rising #Harvey flood waters - NBC"
75,"Après le passage #Harvey, ""Houston, we've had a problem"". Situation compliquée : services de secours sont débordés.… https://t.co/IreH36Cmvy"
76,"Trying to think of some other ways to help, I have skill with web services, if anyone has ideas please reach out to me. #Harvey"
77,#BREAKING  Bayshore Medical Center in Pasadena #Texas is evacuating 200 patients and suspending services due to rising #Harvey flood waters
78,If you're able to donate to those affected by #Harvey also use Charity Navigator to see which charities use most $ for the program/services.
79,"NBC NEWS: Bayshore Medical Center in Pasadena, Texas is evacuating patients, suspending services due to rising #Harvey flood waters"
80,"#BREAKING: Bayshore Medical Center in #Pasadena, #Texas evacuating 200 patients and ending services due to #Harvey flood waters."
81,Emergency services in #Houston rescued a woman using an helicopter. Houston is flooded do to the hurricane #Harvey. https://t.co/ZdDEEfb6Uy
82,"#BREAKING Bayshore Medical Center in Pasadena, Texas is evacuating 200 patients and suspending services due to rising #Harvey flood waters"
83,"NEW: Bayshore Medical Center in Pasadena, Texas is evacuating 200 patients and suspending services due to rising #Harvey flood waters - NBC"
84,"Bayshore Medical Center in Pasadena, Texas, says evacuating nearly 200 patients and suspending services due to rising #Harvey flood waters."
85,"Bayshore Medical Center in Pasadena, #Texas, says evacuating nearly 200 patients &amp; suspending services due 2 rising… https://t.co/zNEjl4Tj4r"
86,"Bayshore Medical Center in Pasadena, Texas, says evacuating nearly 200 patients and suspending services due to rising #Harvey flood waters."
87,Amazing services @DemSocialists is organizing with their local @HoustonDSA #Harvey (The @dnc should take note!) https://t.co/Y2zqIGBwc1
88,group shelter services #harvey 713-426-9404  this number was on CW39 less than an hour ago.
89,"#harvey #climatechange Rockport residents told town uninhabitable, Emergency services redirected to Houston details https://t.co/0BTftLlzCV"
90,"@MTWTwoPoint0 @POTUS For this week &amp; #Harvey . Stay out of the way, do your job &amp; stop gutting the agencies &amp; services that actually help."
91,We have crews working throughout greater HOU to restore electric and gas services where it is safe to do so. Expect long delays. #Harvey
92,this guy in Houston is trying to make a buck off emergency services right now and was laughing about it when I call… https://t.co/4MplpWxqsn
93,"Not much traffic on I-10, but the companies on the road are notable in the services offered. #Houston #Harvey https://t.co/WXUhkzaU7J"
94,Incredibly irresponsible of Trump put this strain on Texas police forces when their emergency services are overwork… https://t.co/1yySUzTuGK
95,"#AISDProud team works around ⏰to coordinate services, inspect schools, address issues. See #Harvey updates https://t.co/diuL0AoW8f @AISDSupt"
96,Has CNN put on a spokesman for hurricane #Harvey to shout over emergency services advocates yet?
97,"In some areas of greater HOU where streets are passable, we have electric and nat'l gas crews working to restore services. #Harvey"
98,"Live Stream https://t.co/TM6kGnrhm9 Instead, they've been tuning in through live-stream services. And when the VMA... #VMAs #Houston #Harvey"
99,"#houstonflood Après le passage de #Harvey, ""Houston, we've had a problem"". Situation compliquée : services de secou… https://t.co/t9zQgm6sUo"
100,@HPOUTX God bless our law enforcement! #Houston citizens are very appreciative of your services. We will show our g… https://t.co/toPqta9sDg
101,.@GovAbbott says he has left messages with @SylvesterTurner assuring state services for Houston's needs. #harvey.
102,God bless the men/women of our armed services that are helping the citizens of TX.#Harvey #NationalGuard #TexasFlood #houstonflood #Houston
103,2/3 CenterPoint Energy crews are doing all they can to restore services when and where they can safely do so. #Harvey #Hounews
104,"Horrendous scenes in Houston. 
Much of the city now submerged. 
Good luck to all the people there &amp; rescue services… https://t.co/ia1YOwD6Qj"
105,""" @TxDOT is also working to restore ferry services in Port Aransas.""---@GovAbbott #HoustonFloods #Harvey"
106,And rhen they go that way :( not even emergency services seem to know it's blocked down there :( #harvey #houwx https://t.co/ebEyMHJ3Io
107,Sending support to Houston fire and rescue services  #Harvey #hfd #hurricaneharvey
108,"Crews with @AEPTexas have begun restoration to facilities  priority services-water treatment plants, hospitals &amp; city facilities. #Harvey"
109,"Catastrophic Flooding across #FortBend, #Harris, #Brazoria and #Galveston Counties Emergency services impacted. #Houston #Harvey #Texas"
110,I need help. Are there are check-in services to see if a family member is confirmed ok? #Harvey #HurricaneHarvey #Houston #houstonflood
111,If you're a non-emergency-services mgr who hasn't canceled work through at least Tuesday during this historic storm: shame. #harvey
112,Emergency services: FIND A WAY TO GET TO ROOF #harvey
113,C est une blague la pub au milieu de la conférence de presse des services d urgence de Houston??? 😱 #Harvey #Houston #Flood #WeatherChannel
114,What are some additional legit disaster services that we can donate to? #harvey #houston https://t.co/uKNTjblw4g
115,Heads up #coogs! UH closed through Aug. 28. @UHFoodie has extended #harvey hours. All PTS services remain closed.  https://t.co/YWGhU6x4hU
116,Heads up #coogs! UH closed through Aug. 28. @UHFoodie has extended #harvey hours. All PTS services remain closed.  https://t.co/ffk7zTmmni
117,Often hidden #health crises after #naturaldisasters include managing chronic diseases &amp; providing health services. #PublicHealth #Harvey
118,Emergency services for the #Houston area Please share. #Harvey #HoustonFlood #Texas https://t.co/ISfS4GsYBF
119,"This is terrifying, I truly hope rescue services are on their way. All my love to the people of the Houston area ❤️… https://t.co/Tmrm1qg5sM"
120,"#BREAKING/#USA/Tempête #Harvey: les services météorologiques (NWS) annoncent une ""menace d'inondations catastrophiq… https://t.co/3rME5JNVCc"
121,".@realDonaldTrump is an #asshole. He cut funding for flood services, left most state dept posts unfilled, halted #climate research. #harvey"
122,@SenTedCruz @JohnCornyn  remember when you voted against these services? History won't be kind to you #Huston… https://t.co/gCShkU7sOt
123,"Attn: @CityofTampa , one of your residents is tweeting fake reports resulting in diversion of emergency services in… https://t.co/G6RJdAFK46"
124,Who went to church this morning? Are services being postponed here? Which churches/houses of worship received damage from #Harvey?
125,"Good morning! As we head into worship, we remember our siblings in Texas, many of whom cancelled services today because #Harvey continues."
126,@ChrisMurphyCT All the emergency services are in place and working unlike past storms under Obama what's the problem #Harvey
127,Images of Flooding on major Houston freeway and on going rescue operations by emergency services #Harvey https://t.co/F8Zu9qRlfQ
128,Offering my services to all Texas residents in the path of #Harvey https://t.co/2mQujeI5oj
129,Message from Pastor Tim Niekerk of @SalemTomball re: services and help. #Harvey #houstonflooding #LCMS https://t.co/KI8PGmDEKa
130,*Pleas for help around Houston are playing out in real time on Twitter.. 911 services are at full capacity accordin… https://t.co/DU6YCu5IcV
131,Harvey slams Houston. Emergency services at capacity. Sheltering in place is best. #Harvey https://t.co/0PsXrXJ1CQ
132,😢 Praying for our family members w/ flooded homes. Grateful #Plano has emergency services team members on the groun… https://t.co/i7jG4ZAoax
133,"Friends, if your house is flooding, don't go into the attic. Go to the roof &amp; call emergency services! #harvey #houston"
134,Local authorities are overwhelmed and incapable of providing basic services because of the size/scope/duration of… https://t.co/8N95UW2CEh
135,The president tweeted this as peoples' homes were flooding and 911 services were at capacity in Houston. #harvey… https://t.co/KjanBssLu3
136,"Amazing how #GOP/MAGA have cognitive disconnect btwn wanting less taxes, sm govt, but then demanding govt services during crises. #harvey 🤔"
137,Emergency services are maxed out across Houston and authorities are advising to use and ax or a hammer to break thr… https://t.co/DeaiiWUUZI
138,"Despite the devastation, I'm seeing some spectacular rescuers from all the services to everyday neighbors. WE WILL GET THROUGH THIS
#Harvey"
139,Emergency services in #Houston have enough to do...  stay safe and listen to advice.  #Texas #HurricaneHarvey… https://t.co/DAk89IVBXt
140,#climate #refugees #houston #harvey #privatization #socialservices #taxes #government #relief #assistance… https://t.co/eciOOIh2uW
141,"Relief agencies offer many services, but not 👶diapers. Donate 💵to help families with baby essentials #HarveyRelief… https://t.co/s66QhduKXA"
142,TY 4 tweeting Muslim youth volunteering rescue services and need for food &amp; supplies. @MuslimPresident what do you… https://t.co/MD6zAHnhMV
143,#AirBnB offer free stay to #Harvey victims:example of community capacity leveraged by digital services… https://t.co/oi0tDlRY37
144,"The latest J2C services, le Journal! https://t.co/JhUvZIb2ML #hérault #harvey"
145,@WilliamAllison The Red Cross that is. It will need $10 million to cover its services for #harvey https://t.co/rSOL4EKgD7
146,"They did more good than our #FEMA 
Like all social /ppl help services...this too was shattered dismantled
FEMA at… https://t.co/2C1uSoF5vs"
147,@BeaumontISD bus drivers volunteering services to help #Harvey evacuees https://t.co/3KxXBgXenC
148,"Hey @goclio , the Red Cross is cool  but maybe w an audience of legal professionals we could get info on rel legal services agencies #Harvey"
149,"Texas, we're praying for you. #texas #texasstrong. 50% off our video services to victims of #harvey All week.…https://t.co/axku4dIMvP"
150,"I could not be more proud of my state, our governor, our emergency services personnel or our President. #TexasStrong #USAStrong #Harvey"
151,"RAICES provides legal services to underserved immigrant children, families and refugees in Texas. https://t.co/o2IrW6Fh6L #Harvey"
152,.@MagellanHealth is providing FREE counseling services &amp; referrals to local community resources to those impacted b… https://t.co/GCRkXB7knk
153,"@Waze_USA @waze 2
Team up with local news services to update evacuation routes. This service will be vital in savin… https://t.co/dIy9bYqEDd"
154,"There will be no student ministry services this Wednesday due to #harvey. Join us in prayer for our community, and stay tuned for updates."
155,"There will be no student ministry services this Wednesday due to #harvey. Join us in prayer for our community, and stay tuned for updates."
156,"There will be no student ministry services this Wednesday due to #harvey. Join us in prayer for our community, and stay tuned for updates."
157,"There will be no student ministry services this Wednesday due to #harvey. Join us in prayer for our community, and stay tuned for updates."
158,Lakewood Church has now opened to accept evacuees. No word on medical services available at this time. Still in need of docs @grbcc #Harvey
159,How to help Houston. Excellent list of services that you can reach out to help those affected. https://t.co/ICp09P2g57 #harvey
160,"@USCG @GreatGovTweets If telephone and cell services are down, how can a #Harvey resident call for help?  Idiocy at… https://t.co/8FpOX4lFW8"
161,Worry about losing services? This town barely had any anyway. @timcraigpost w/those who stayed put amid #Harvey https://t.co/IlKguitn2M
162,Remember you can use our co-op shared branching services and ATMs for free. Find out more here:… https://t.co/vegbfGbYtZ
163,"There have been 75,000 9-1-1 calls into Houston's services. There is NO WAY they can keep up. Let's hear it for our… https://t.co/c9a9Q9z1tX"
164,donate + share. islamic society of greater #houston is offering shelter + relief services to those in need. #harvey https://t.co/Xkiy2Uc7tw
165,You want to help with goods or services?   Call Our @cityofcc Call Center at (361) 826-2489  #Harvey
166,"The #LSBDC Greater New Orleans and Bayou Region has plans in place to continue services during #Harvey.

Director... https://t.co/s3GIaCrpKF"
167,The #LSBDC Greater New Orleans and Bayou Region has plans in place to continue services during  #Harvey.... https://t.co/hSxdAxqwbJ
168,"Ouragan Harvey, services des secours et réseaux sociaux dans les sauvetages #harvey #ouragan #secours #sauvetage…… https://t.co/6zdYORJxnr"
169,"Ouragan Harvey, services des secours et réseaux sociaux dans les sauvetages #harvey #ouragan #secours #sauvetage…… https://t.co/U2DMoZM6NA"
170,An inconsiderate burden on the people of Texas for publicity's sake - their public services are already stretched t… https://t.co/FSXSbx9XY9
171,"Watch as @CityOfDallas Mayor Rawlings addresses #Harvey evacuee services in North Texas.

Online… https://t.co/np0eMQkwnO"
172,"Watch as @CityOfDallas Mayor Rawlings addresses #Harvey evacuee services in North Texas.

Online… https://t.co/kNe6TWkAbN"
173,The Image quickly caught the attention of emergency services! #storm #harvey https://t.co/zTfdrpfkNc https://t.co/rKs8rf2Jci
174,I remember watching Katrina unfold &amp; thinking that services wouldn't fail so badly here. Watching #Harvey after #Grenfell I'm not so sure.
175,I remember watching Katrina unfold &amp; thinking that services wouldn't fail so badly here. Watching #Harvey after #Grenfell I'm not so sure.
176,"The latest J2C services, le Journal! https://t.co/uQCB2Jncfq #harvey #rohingya"
177,"""Storm #Harvey: Coast Guard urges people not to tweet for help"" Only a matter of time emergency services...… https://t.co/FAkuVGAQ2y"
178,"Water rescues being conducted by emergency services in and around Lake Charles, Louisiana #Harvey"
179,🇺🇸 Many States have activated or offered the services of their @USNationalGuard: thousands of Guardsmen &amp; women are… https://t.co/5Ju4BRcHxh
180,"Retweeted Humanity Road (@HumanityRoad):

#TX #Harvey  If you do not need emergency services stay off all voice... https://t.co/6a3Ovkw4m8"
181,"@comcastcares, was told 9pm services would be restored, didn't happen. #Harvey"
182,".@AISDSupt, trustees thank #AISDProud team for work around ⏰to coordinate services, inspect schools. #Harvey Tweets… https://t.co/0DmTFLIXxu"
183,#TX #Harvey  If you do not need emergency services stay off all voice lines landline &amp; mobile. Read why… https://t.co/PxNq5DdLA9
184,#TX #Harvey  If you do not need emergency services stay off all voice lines landline &amp; mobile. Read why… https://t.co/LWPo2j1Rlb
185,@POTUS @VP @BillGates @JeffBezos #remoteworkers #azure #aws #cloud services #infrastructure rebuilt TX after #Harvey ~ willingness to help
186,"Colonial Pipeline
Says services at Houston affected by #Harvey
https://t.co/RJj4pf64WL"
187,"TX supermarket chain has disaster response unit convey with mobile kitchens, water, pharmacy, &amp; business services (… https://t.co/2Q6rJHszZJ"
188,"Prayers to all affected by #Harvey devastation, especially those in emergency services risking all. https://t.co/iogaS76RuC"
189,"All of our Houston area locations remain closed for outpatient services, appointments and surgeries on Tuesday, Aug… https://t.co/0pib4RsDIc"
190,We extend our sympathy and services to the victims of #Harvey - Flood Damage &amp; Restoration -&gt; https://t.co/6QJ6dDsmZg #Flood #Mold #CleanUp
191,When you start having to use twitter as location services #Harvey #relationshipgoals https://t.co/b5zB11C6DD
192,"Journalists like @CourtneyABC13 are not only covering #Harvey and #Houston, but are active in getting tweets for help to emergency services."
193,"#AISDProud team works around ⏰to coordinate services, inspect schools, address issues. See #Harvey updates https://t.co/diuL0AoW8f @AISDSupt"
194,#Harvey response maps page updated with Hurricane Harvey data layers and services page added to  ArcGIS Online https://t.co/qaqFYObWb9
195,"@jacquetdenise @IvankaTrump @AP @POTUS put the entire width and breadth of federal emergency services in place BEFORE #Harvey hit, nitwit!"
196,.@fema is working around the clock to provide critical emergency response services to the region impacted by #Harvey
197,#Harvey update: Classes at Texas A&amp;M's campus in College Station begin Wednesday; campus services are available:… https://t.co/UXOAB571eR
198,"Connect the dots:""climate pollution, systemic racism, underfunding of social services &amp;overfunding of police""#Harvey
https://t.co/XnJE4MQhK0"
199,"Houston needs our thoughts, prayers,donations &amp; services. You can donate $10 by texting REDCROSS to 90999.  #Harvey https://t.co/wu4OoZrEqz"
200,Want to donate for #Harvey relief services? Start here. https://t.co/lVUqLEYM7F
201,"@cenkuygur Damage to oil industry means increase of cost in food, goods &amp; services for people rendered homeless by #Harvey. Idiot jackass."
202,"I'm more impressed by ppl who donate goods, money, services to #Harvey victims but *don't* broadcast it on social media."
203,"Impacted by #Harvey? We're here to help connect anyone
impacted to needed social services. Call 1-866-775-2192 8 am… https://t.co/Sx7DeLywMp"
204,"@kurteichenwald Most the ""christians"" just became liberals and are busy screaming for socialized emergency services… https://t.co/s5SMtPbYrF"
205,@AP_Politics This is a terrible idea. It will be terribly disruptive to emergency services and rescue crews as it w… https://t.co/EHVCxzUNjr
206,"""We are just in the beginning of the process of responding to this storm,"" Abbott says. Focus on rescue and restoring services #Harvey"
207,"Important info on @UTSA support services for students affected by #Harvey, and the ways you can help:… https://t.co/B7oCV4cwgy"
208,Texas Gov. Greg Abbott organizes with Texas organizations to coordinate services for Hurricane Harvey. #Harvey https://t.co/wBsAVpYsxj
209,#Dickinson calling the mandatory evacuation because of anticipated heavy rains and #flooding  and limited services… https://t.co/qHtxOH1dgK
210,PM – Thoughts of the British people are with those dealing with the devastating impact of #Harvey and the emergency services protecting them
211,PM – Thoughts of the British people are with those dealing with the devastating impact of #Harvey and the emergency services protecting them
212,He said city will make a determination within the next 2-3 hours on whether to cancel non-essential services on Tue… https://t.co/ma1csygKOW
213,"If ATC staff can't get to Houston facilities by Thurs, airports might not reopen by then or open w/VERY limited/restrictive services #Harvey"
214,".@FCC  Outage Report on #Harvey 
https://t.co/QhgvBYcenY
PSAPs OOS and Cellular services down https://t.co/VRHfDVhguz"
215,".@FCC  Outage Report on #Harvey 
https://t.co/L7vPrgI0kr
PSAPs OOS and Cellular services down https://t.co/fciZ17yBfR"
216,@Military1Source provides disaster preparedness and counseling services for those affected by hurricane #Harvey. https://t.co/Yg0Zwy3G8a
217,Emergency services doing a great job in Houston #Harvey https://t.co/S5s3gRMwEz
218,Entire Texas National Gaurd has been activated to help overwhelmed local services. #Harvey #TexasFlood https://t.co/pcRHiQZb0w
219,#Harvey #Harvey2017 #Houston Link provided by @FEMA https://t.co/fLtokvNFSg if anyone wants to volunteer services f… https://t.co/JK3pgAvceR
220,Setting up place for pharmacy and medical services to treat #Harvey evacuees here in #dallas convention center. @keranews
221,Offer post-hurricane volunteer services to cities that have been wrecked by the hurricane. #Harvey #Houston #PrayersforTexas
222,My Inky Place: Full list of #houston emergency services #Harvey https://t.co/gXRFZ6wx6l
223,"I serve on a Salvation Army advisory board, see 1st hand how they stretch a buck for services. To help with #Harvey https://t.co/Ce8vCsPNP2"
224,Emergency services in Houston have received 75K calls so far with #Harvey flooding https://t.co/nlF4V39FgK https://t.co/5ruP6e1iUL
225,#FMCSA suspends hours of services regulations for #Harvey relief. #Trucking #Transportation #HoustonStrong https://t.co/gyfCc4RPYQ
226,#FMCSA suspends hours of services regulations for #Harvey relief. #Trucking #Transportation #HoustonStrong https://t.co/3LnBXm0AIK
227,#FMCSA suspends hours of services regulations for #Harvey relief. #Trucking #Transportation #HoustonStrong https://t.co/Rcb9iyZAiw
228,The flood of Houston will have a ripple effect throughout global #oil &amp; #natgas industry in term of services and sp… https://t.co/57YRo2I9K1
229,PL Retweet just in case someone out there sees this. #Harvey Emergency services are too overloaded. Can't answer ca… https://t.co/TEIUxY9vu7
230,Texas residents should have to pass a drug test to receive emergency services. #HoustonFloods #HoustonStrong #Texas #Harvey #Fema
231,"@realDonaldTrump, both #Mexico &amp; #Canada offered aid &amp; rescue services to help out severely depleated responders in #Texas. WELL? #HARVEY"
232,"Hurricane #Harvey help: Sprint, T-Mobile, and Verizon offer free services, try to keep networks up #HarveyStorm"
233,@realDonaldTrump don't go donate the money it would cost for services -stay home please #HurricaneHarvey  #Harvey
234,"« Je cherche le chat de ma voisine », dit Sanaz, qui utilise les services des bons samaritains de #Houston
en batea… https://t.co/wDcmFzW66h"
235,"Most recent status report on communications services in areas affected by #Harvey, covering PSAPs, wireless, more:… https://t.co/M1P7Ty1L9r"
236,Around 20 hospitals in the greater Houston area have evacuated or discontinued services since #Harvey made... https://t.co/58uvifsBBL
237,US Gov't resources deployed for #Harvey - gov't services &amp; spending is essential in emergencies &amp; therefore must be… https://t.co/sGpi64sq8j
238,My thoughts &amp; prayers are with people of the United States affected by #Harvey. Strong leadership &amp; brave response from emergency services.
239,"🇺🇸 #USA &gt; Après le #Texas, la tempête #Harvey arrive en Louisiane, indiquent les services météo américains."
240,"#HARVEY Après le Texas, la tempête Harvey arrive en Louisiane, indiquent les services météo américains.
 https://t.co/ixIXhcwokt via"
241,"Situation in Port Arthur, #Texas said to be ""life threatening"". Water rising fast and emergency services unable to reach many areas.#Harvey"
242,"Supplemental emergency services? There's an app for that.
 #Harvey https://t.co/zE1QyrSaMV"
243,Huge need for support services w/ #Harvey in my Houston home. @WomenSurgeons @SarahJArmenia can we get something going for #AWSdayofservice?
244,@tide Please help my fellow Houstonians in #houston #NRGCenter with laundering services due to hurricane #harvey. Thanks
245,🗣 @tide your great services are urgently needed in Houston! #Harvey https://t.co/wMd1umfTYb
246,Need laundry services at NRG. everybody tweet @TIDE Please!!!#Harvey
247,@tide your laundry services are needed @NRGParkFan shelter in Houston! Please Contact @CajunAngela or @BakerRipley… https://t.co/dUHk9ASg6e
248,"We need you in #Houston, @tide. Laundry services needed at NRG Center shelter after #Harvey. Please share."
249,@tide Need laundry services at NRG. everybody tweet TIDE!!! Please!!!#Harvey
250,Tomrrow.... well now today wheels up at 1330 head to Texas. #Harvey #NDMS #dmat #HurricaineHarvey #nationaldisatermedicalservices
