,text
55,Another agency needs donations #Harvey #Houston https://t.co/mlRUbC9IUS
56,ccharitiesusa is accepting donations to help those devastated by hurricane #harvey. To donate… https://t.co/chFUcjZIAZ
57,A way to help #Texas via @gofundme  | #leadership #CEO #Harvey #HurricaneHarvey #resources #giving #donations https://t.co/UxziS01G1P
58,@redcrosscanada Do you have a phone code for donations from Canada to #Harvey victims? The American text code does not work for us.
59,"@billprady Here you go!! Thank you for matching our donations. ❤️🇺🇸💙
#RedCross
#PrayersforTexas
#Harvey https://t.co/Zgt3aYGhWl"
60,100% of your donations go to relief through UMCOR - zero to admin or overhead #umc #Harvey #houstonflood https://t.co/9BApP4UbNM
61,"My ❤️goes out 2 #Harvey vicitms. Prayers. Making donations, incl. American Red Cross @RedCross + Austin Pets Alive.… https://t.co/4PFy6WOu99"
62,@danpfeiffer You mean like @PodSaveAmerica trying to help get donations to Red Cross. Thanks to you guys for doing the right thing #harvey
63,This is why #Houston needs or prayers AND donations. #Harvey https://t.co/qdHZtYQ9nu
64,"FYI: #Harvey donations accepted in Dallas. Clothes, underwear, socks, baby formula, diapers, Pack n' Plays. 15660 N Dallas Pkway, Folo signs"
65,The #VMAs red carpet should just be celebs arriving with a bag of cash for #Harvey donations and then leaving. https://t.co/HiRrHY7Vxm
66,Pulled together some of the places I'm seeing that need donations badly for #Harvey. I'll keep updating this list. https://t.co/3T14e6p9iE
67,@RadioMadison Instead of bitching why not encourage donations to the American Red Cross. #Harvey
68,"Pls donate as little as $10 to:
COALITION FOR THE HOMELESS-HOUSTON 
needs donations to help transport homeless to s… https://t.co/AnCcMefhHv"
69,"In addition to monetary donations for #Harvey victims , does anyone anticipate an impending need for donated household items as well?"
70,@7eleven matching #Harvey donations up to $150K in the next 24 hours. #goodbusiness https://t.co/oDQiNwGAXS
71,@CarterBloodCare is there a list of donations sites in the Dallas area to help with #Harvey
72,Team Rubicon is also accepting donations to help with #harvey disaster recovery efforts. https://t.co/5t89p8yfNG
73,"@JamilSmith @HoustonChron For donations to help #Houston #Harvey:
https://t.co/92uYCNnVLg
https://t.co/rnLsOeNg1n…… https://t.co/ad78ISYFvi"
74,You can make donations here for those affected by #Harvey &gt;&gt; https://t.co/XMJf6lySZf
75,One other way to help those affected by #Harvey: donations for hygiene kits via @CleantheWorld: https://t.co/aI4o929rSV
76,"@FoxNews @tedcruz For donations to help #Houston #Harvey:
https://t.co/92uYCNnVLg
https://t.co/rnLsOeNg1n…… https://t.co/hkJxpWD6yE"
77,"Reminder: If you work for a company that matches charitable donations - make your Red Cross, etc. donations through that channel. #Harvey"
78,.@RedCrossCanada says hasn't yet launched formal appeal for donations to help victims of hurricane #Harvey pending request from US @RedCross
79,How to help #Harvey victims. Local Texas charities doing work on the ground need donations. Good list here: https://t.co/jevvNHwSNi
80,Direct donations for #Harvey relief. https://t.co/xXWrA2GuY6
81,@vincentdonofrio 2 worthy charities #Houston for #donations post #Harvey #flooding @HoustonFoodBank @HoustonSPCA
82,THREAD: Options for donations and help for #Houston #Harvey #HoustonFlood2017 #texasfloods #HurricaneHarvey https://t.co/DuggZVd6Aw
83,"#Houston Coalition for the Homeless is a GREAT organization in need of donations:

#HoustonStrong
#Harvey

https://t.co/EpDiSjGMdd"
84,#HurricaneHarvey #Harvey #APAHarvey #PETS #ANIMALS can u foster? or send donations 2 this grrreat #Austin rescue org https://t.co/uviLzsW3Ec
85,So just a note: Red Cross is brimming with donations which is good and bad.   Please donate responsibly. #Harvey
86,Harmony School @HPSExcellenceSA gathering donations for people displaced by #Harvey.  See list of needed items and… https://t.co/mY3NMk5Agr
87,"Help victims of #Harvey through donations to the Society of St Vincent de Paul Disaster Relief:
https://t.co/GkLJbUS449"
88,Highly recc #Harvey donations to @SalvationArmyUS - worked for @salmich &amp; know $$ goes to direct relief &amp; assistance to first responders
89,NEW DEVELOPMENT: they're asking for donations to go to: Trusted World at 15660 Dallas Parkway #WFAA #Harvey #Houston https://t.co/sHX8kurNru
90,"📣Before you donate to #HurricaneHarvery relief organization, make sure it is legit.🎯 #Harvey #Texas #donations #mindful"
91,"#Harvey #Apple / Apple is collecting donations for Harvey storm relief through iTunes （The Verge）
https://t.co/3oOelE4I96 #NewsPicks"
92,"@BarackObama https://t.co/fUbteOlinm Direct donations to #Harvey, works for us overseas. #SwedenLovesTexans 🤗❤️Stay safe!"
93,#Houston #Harvey orgs for donations. Also #SalvationArmy &amp; #RedCross Please contribute if you can. Situation...dire… https://t.co/6EHr7Kt0MJ
94,#Harvey  🌀 - Dobie HS shelter NEEDS food and diaper donations for evacuees. https://t.co/3MWiedz5yV   👶👶🏽👶🏿
95,Looking for a way to help libraries following #Harvey? Consider donations to the @TXLA library disaster relief fund https://t.co/NjELV54LME
96,Houston Food Bank is accepting donations here: #Harvey https://t.co/4OMk322kk3
97,#harvey I wonder how many a**holes will give donations to the Trump Fundation???
98,ICYMI:FB Live interview w/ local nonprofit @trustedworld that's getting donations to the centers w/#Harvey evacuees… https://t.co/gO3gmDj00P
99,"Trusted World is accepting donations, also heard they're looking for volunteers to help sort goods. 15660 N. Dallas… https://t.co/SwJmG0IBDS"
100,"Great time to clean out your closet - @RedCrossDFW needs clothing, non perishable food, toiletry donations for… https://t.co/Zohtbi15q4"
101,[A lot of people are encouraging donations to the Red Cross and other charities to help victims of Hurricane… https://t.co/jmFtmgusAL
102,"This is an outstanding way of responding to #Harvey. Make some donations, then make sure you've got an emergency pr… https://t.co/CVoOjqQY0V"
103,.@TrachMommas SOS 4 funding for medical supplies 4 ppl w/ #Disability evac'd in #Harvey paypal donations: support@trachmommas.org
104,Text HARVEY to 90999 to donate to @RedCross. @SalvationArmyUS also needs donations. #Harvey https://t.co/RHPpfupeQQ
105,Cash donations are the best way to help #Harvey victims. Visit https://t.co/Gi6J1gds3w to find reputable orgs.
106,"Retweeted Austin Diaper Bank (@Austindiapers):

.@Texasdiaperbank seeks donations to help #Hurricane #Harvey's... https://t.co/y4DqMwUAYq"
107,.@SenCortezMasto urges donations to @SalvationArmyUS for #Harvey. @reviewjournal
108,#Harvey Text HARVEY to 90999 to donate to @RedCross. @SalvationArmyUS  also needs donations https://t.co/uJY5XaMJRt
109,Dobie HS shelter needs donations of food and diapers. #houston #harvey
110,@kaitlinmonte Dobe High School Pasadena TX needs diapers and donations to support community shelter #houstonflood #Harvey #Houston
111,"All upcoming donations in my stream will go to help people impacted by #Harvey 

Stay safe my southern friends❤️"
112,@iwriteforme @rikkij17 @billprady https://t.co/fUbteOlinm &lt;- direct link to #Harvey specific donations
113,@NASCAR #Nascar challenge you to match #RedCross #donations like @theyearofelan is so generously doing #Houston… https://t.co/7yp2itihxX
114,"For donations to help #Houston #Harvey:

https://t.co/JN94COH1Zw

https://t.co/z0HLjlSZ1r

https://t.co/x2SnMmjKTt

https://t.co/9WwZiPhbvV"
115,@JohnKasich @john_coster Just be sure and mark your donations #HARVEY bc Red Cross has a rep for dubious financial dispersal. IJS
116,"Galveston county needs help , donations #harvey https://t.co/il08EK24qv"
117,(2/2) We will take physical donations once #Harvey waters recede &amp; we can move. Join the event page… https://t.co/JoKR9y6GSx
118,Make a gift to the #HurricaneHarvey Recovery Fund. 100% of donations will go toward recovery efforts.… https://t.co/2qJ6Ykj2R3
119,Don't forget @legacycollect is a kick ass organization and taking donations to help #Houston recover from #Harvey
120,#Houston #Harvey Just sent my $50 to Red Cross - forget political donations for the time being.
121,Men's clothing and basic first aid supplies are needed for flood victim donations at the GRB. via @abc13houston #Harvey
122,"@SalvationArmyUS I donated money, but is there any places taking clothes and food donations in the state of Florida strictly for #Harvey?"
123,"@RedCross I donated money, but is there any places taking clothes and food donations in the state of Florida strictly for #Harvey?"
124,.@VFWHQ taking donations 2 help vets affected by #Harvey. Send 2 VFW HQ &amp; earmark: Harvey Storm Relief @ 406 W. 34th St Kansas City MO 64111
125,"Our family just made two donations for Hurricane #Harvey Disaster Relief. 
@NAMB_SBC Text SENDRELIEF to 41444
@RedCross Text 90999"
126,Read this before sending donations to #Harvey. Cash best meets survivor needs. https://t.co/JHrMsZwpd3
127,"Hurricane #Harvey Relief Fund - GlobalGiving ""All donations exclusively support local relief &amp; recovery efforts"" https://t.co/q0cUQtWDa6"
128,TY @ananavarro @TheEllenShow and others promoting donations to victims of #Harvey #RedCross https://t.co/13wO0PEH9p
129,#Apple is accepting #donations through #iTunes to #aid #HurricaneHarvey #stormrelief https://t.co/PEPcM4zL26 @mashable #News #Tech #Harvey
130,"GRB donations needed: men's clothing, socks, diapers, formula, first aide supplies. #abc13 #harvey"
131,Please Retweet regarding #Harvey donations: https://t.co/Saf8VFkoSo
132,Anyone know which is the best organization to send donations to for Houston? #Harvey #HurricaneHarvey
133,#houstonfloods #harvey #hurricaneharvey #donations https://t.co/HJTL9LoRCZ
134,"While all charitable donations for #Harvey are commendable, please consider giving to a charity that is NOT the American Red Cross"
135,Apple is collecting donations for Harvey storm relief through iTunes https://t.co/y8f9iMTa2d via @Verge #Harvey #Apple
136,"We R opening ur Facebook donations to help the family &amp; kids we work with, that are affected by #Harvey https://t.co/H3k2iRMo3l"
137,Animal Defense League of Texas looking for foster volunteers for pets displaced by #Harvey. Also donations. https://t.co/YHsQQs6NoS
138,"1/3 Monetary donations to help the victims of #Harvey
AMERICARES: https://t.co/qn8kCbLj5D https://t.co/HIhsAwJw2H"
139,Long thread re orgs/donations. Relief will be needed long term. #Harvey https://t.co/MlLG9GuI3C
140,Austin Pets Alive is helping evacuate &amp; house animals during #harvey. Looking for donations &amp; volunteers. Go to: https://t.co/OLODh9dJj4
141,".@Texasdiaperbank seeks donations to help #Hurricane #Harvey's youngest victims, via @News4SA  https://t.co/z406vjKLBu #diapers"
142,A worthy choice for #donations post #Houston #Harvey #flooding #dogs #cats #horses #animal #rescue https://t.co/7afD7luJS0
143,"For those that want to help, @SalvationArmyUS is taking donations. Text STORM to 51555 #Harvey"
144,@KOCOdamonlane here's a thread of places for donations. #Harvey https://t.co/yp48XJgK47
145,Please donate. #Presbyterian donations helped #Katrina survivors for five years. We will help #Harvey survivors.
146,"If anyone has boats, and help rescue or can bring supplies, donations of clothes, food, water or go help they are going to need it. #Harvey"
147,"During a prev. natural disaster, I recall seeing that the Red Cross isn't the best channel for donations. Does that hold true for #Harvey?"
148,"Groups often can get to local stores faster, use cash donations to buy immediately-needed supplies. Send wishlist stuff later. #Harvey"
149,"Point to note w/#Harvey helpers (animal rescues specifically), cash often works best as Amazon donations might not be able to get to them!"
150,More resources for #Harvey donations here: https://t.co/0DRAru61dZ
151,"Help if you can. Recommend direct donations to *local* food banks, shelters, etc., already embedded in their commun… https://t.co/aypzbFRwD9"
152,Please give #PrayersforTexas and donations @RedCross for the victims rescuers and orgs dealing w/ #Harvey natural disaster. #HarveyRelief
153,@spcaoftexas taking #Harvey refugees of the four-footed and furry type! Please remember them in your donations!! https://t.co/rRREHcBAWQ
154,Help those affected by #Harvey. If I can't donate $ there are plenty of people/animals in need of food/shelter/meds &amp; blood donations.
155,"#TexasFlood #Houston #Floods #Texas #HarveyStorm 
#Harvey
@Apple begun accepting donations for #HarveyRelief for Re… https://t.co/1IKLGwpBA0"
156,Please let me know if there is anywhere taking donations for gas money for citizens using their boats for rescue!!! #HOUSTON #HARVEY
157,@weatherchannel coverage on flooded #Houston streets I know well. Relief work &amp; donations will be needed. #Harvey
158,"Help @RedCross w/ donations Text HARVEY to 90999. Find Shelters: https://t.co/fFsaKMd8Mv, 1-800-REDCROSS #Harvey https://t.co/2Ahecet0on"
159,@MDsAgainstTrump .@TXDIAPERBANK is taking cash donations via website and in-person donations in San Antonio on Monday #harvey
160,"""All donations will be processed as normal iTunes purchases through a connected Apple ID."" - @MBRSRD, on #Harvey. https://t.co/N5J2XwbV9l"
161,"How to Help the @RedCross Respond to #Harvey
#RedCross is accepting monetary/blood donations #houstonflood https://t.co/BMoPT9VoY9"
162,Blood donations #Houston #Harvey https://t.co/5F6KS3iuY8
163,Thread for donations for #Harvey relief efforts. https://t.co/Jft4dExpyT
164,Collecting donations via hurricane image and video site. Please forward along: https://t.co/pLi5fix9Nn #hurricaneharvey #harvey #harveymap
165,Anyone know where best to to take donations for evacuees in Austin?  @statesman #Harvey #Austin #evacuee https://t.co/8JcT40nWvk
166,"If you hear of any local Memphis places accepting donations of clothing, etc. please let me know. I want to donate and get word out. #Harvey"
167,"does anyone know a resource for donations to volunteer rescue workers? #harvey 

@houstonpolice @HoustonOEM… https://t.co/dXCLP280T8"
168,#Lorena FD taking donations for #Harvey victims in Rockport until 3 today! They've received supplies from people as… https://t.co/QvodPDhYCH
169,I said I'd match @redcross donations up to $1000 for #Harvey. 45 minutes later... DONE! 2K+ raised! Good folks out… https://t.co/6JYeosp8YM
170,URGENT: American Red Cross sends out call for donations to help those affected by #Harvey https://t.co/OEkl2reVDE
171,"@Airbnb @RedCross Lutheran Disaster Response focuses on longterm recovery &amp; 
100% of donations to go to helping… https://t.co/E1PFtje5tJ"
172,"@SquareCash can we get @RedCross a Cashtag? Lot easier to donate to cashtag vs entering cc info, could result in more donations #Harvey"
173,thread w/orgs in #Harvey area who could use donations https://t.co/UuYRqIqJds
174,"If you're looking to help the victims of #Harvey through donations, read this thread: https://t.co/MO65pUyPYA"
175,"Medical volunteers need basic first aide supply donations at GRB: bandages, gauze, gloves, blood pressure cuffs, etc. #abc13 #harvey"
176,"The ARC has issued an URGENT request for donations to help those affected by #Harvey, please consider https://t.co/61a8G4aug9 #oilandgas"
177,City of Lorena Volunteer Fire Dept has been taking donations for victims of #Harvey. Such a big heart in a small Te… https://t.co/d4v86zNsN5
178,"If you are in Texas and surrounding states, this is a perfect time for making donations. Blood, food, clothing etc #Harvey #Houstonflood"
179,.@CityOfDallas preps third shelter for #Harvey evacuees at Samuell Grand rec. Trusted World is collecting donations… https://t.co/7RAI4vKoEw
180,See this thread for local charity donations #Harvey https://t.co/jBPb2shE7u
181,"Red Cross is providing 130,000 meals per day in #Harvey-impacted areas. Our @GovAbbott says they are best place to direct your donations."
182,"Prayers are good but donations are great!  Donate to @RedCross and 
Austin Pets Alive! #Harvey #HurricaneHarvey  https://t.co/TPicaUR4bV"
183,Does anyone know of a way to make donations that will be delivered as cash to #Harvey victims? @Give_Directly?
184,@Airbnb Blood &amp; tissue donations are needed. You can search drives in your area here: https://t.co/6m0RqIaUrW #Harvey
185,Want to help our neighbors in #Harvey's path? @CBSDFW and @Albertsons raising donations for @SalvationArmyUS Tuesday 4-7 p.m. on #CBS11.
186,Mayor Nirenberg: SA City council district offices will act as drop off locations for donations for #Harvey victims
187,You can support us with your donations to relieve heavy burdens of those families affeced by #Harvey at… https://t.co/67OkoJn4Sk
188,@Airbnb Texas Diaper Bank needs donations. They're creating care packages for #Harvey's youngest victims https://t.co/3BmWCtPbx3
189,Make your donations to support the recovery from #Harvey ❤️ @RedCross #Houston #texas  https://t.co/Fkss0zwvxp
190,Apple accepting #Harvey donations through iTunes https://t.co/vWfxLdHZpi https://t.co/GHi3fWhZNI
191,Evacuees are still in need of food &amp; clothing donations. Mayor @Ron_Nirenberg also encourages residents to consider donating blood. #Harvey
192,@RealSillyOwl @Alyssa_Milano @realDonaldTrump #donations is what is needed at this moment @RedCross #houstonharvey… https://t.co/DfhPJrMC0s
193,Salvation Army takes hugely less admin costs from donations. Text STORM to 51555. #HurricaneHarvey #Harvey #Houston https://t.co/EQ5SZQyPl2
194,"Knowing all we can provide are thoughts/prayers, and donations when we want to do so much more #Harvey"
195,"Help for #Harvey victims:
Apple is collecting donations for Harvey storm relief through iTunes https://t.co/0oWDI4S0RB"
196,"Pet foster families, donations needed at Austin Pets Alive #Harvey #HurricaneHarvey 🌪 https://t.co/la9Bn9NVUS"
197,Thread re donations for #Harvey. https://t.co/WHvwmuKhvw
198,"Authorities in Port Aransas: we understand concern, but we are not set up right now to accept any donations. #Harvey"
199,"Local charities, who usually get a 1/10 of donations the Red Cross receives and provide so much aid and organizatio… https://t.co/m6I46AJX8f"
200,I will match donations to @RedCross for #Harvey relief up to a total of $1000: https://t.co/cJ1k59vC1a DMs are open… https://t.co/YQJd90Kim6
201,"Still waiting to hear of substantial donations for #Harvey help from multimillionaires in #Congress, Trump family, Mercers, Kochs."
202,@ktfuntweets Another option for donations. https://t.co/MxvoqRlepS #Harvey
203,Wonder if MTV Awards tonight will be asking/making donations to relief efforts #Harvey #HurricaneHarvey I hope they do.
204,@RVAwonk Just tweeted stores to see if they can set up donations for #Harvey like they did for Katrina and Andrew and other hurricanes
205,@trustedworld is your collection point open today (Sunday) for #Harvey evacuee donations?
206,Is there a link for local donations in #Houston for #Harvey?
207,"Match our $25 donations to the relief org of your choice, if you're far away+feeling helpless. #harvey #harveyrelief https://t.co/bBlg2A3Evg"
208,Thread for donations to on the ground relief #Harvey https://t.co/iSoviBZc6G
209,"@austinhumane @austinpetsalive Local animal shelters need fosters, adopters, monetary donations &amp; in kind donations… https://t.co/qQlx68grHQ"
210,Make #Harvey donations go further. Charities using @paypal Giving Fund don't pay fees. More info and options here:… https://t.co/aDCrePTywb
211,iTunes is accepting donations for #Harvey relief   https://t.co/tyogfVrq0b
212,"If you're able to get supplies, please help.  They accept donations &amp; a few small orgs accept them at the rec cente… https://t.co/8EZOvtCdEG"
213,"Please retweet #Harvey

Catholic Charities is accepting donations online or text CCUSADISASTER to 71777 to donate."
214,All money donations need to go STRAIGHT TO THE PEOPLE as possible. #Houston #Harvey #HurricaneHarvey #Rockport #PortAransas #Galveston
215,Reminder: @CCharitiesUSA &amp; @CCharities_GHTX collecting donations to help those impacted by #Harvey #Houstonflood https://t.co/IH6jfEo3wu
216,#Apple Apple now accepting donations via iTunes for Hurricane Harvey relief #harvey https://t.co/qlOFlSs8H8
217,Red Cross is taking donations if you would like to help #Harvey https://t.co/vErqksyshu
218,I feel like there's gonna be scammers taking advantage of #Harvey with donations and shit smh
219,"@benwikler It's best to choose the most local spot for donations, if donating to large NGO make sure it's earmarked for #Harvey"
220,Feeling helpless in #MN? Local donations have the most impact. Please do what you can. #Harvey https://t.co/A8CknpjBKp
221,Doing 5-card oracle readings today for donations that will go to #Harvey relief (still researching local orgs). $10… https://t.co/fnXHRhbdsk
222,#harvey #HurricaneHarvey #donations #HarveyRelief #us #usa Imp thread. https://t.co/RKfCkGovHV
223,Reminder that monetary donations help disaster victims the most! Donate here: https://t.co/OB7MAdV0Av #HoustonFlood #Harvey #Houston
224,We @bayarea_church are receiving donations for flood relief of victims in the Bay Area of Houston/Galveston.… https://t.co/LWJRkNpvVL
225,"#Harvey
how to help:

CNN's Public Good (splits donations across many non-profits):
https://t.co/vWZKHkKpRL"
226,"If you're going to match @RedCross monetary donations, consider giving $ for photos of followers giving blood. #Harvey"
227,Sending love and donations your way. #Houston #Harvey https://t.co/DXrcjkrvo3
228,.@RedCross already taking donations via 90999 text system. #Harvey https://t.co/Q7rjAtJISV
229,Thinking of our Texas neighbors today as Apple collects donations for #Harvey storm relief through iTunes  https://t.co/b28Cbg1FhW
230,On my way to @safoodbank with donations to help my fellow #SanAntonio neighbors &amp; #Texas evacuees! Please do what y… https://t.co/F7SwNiMDcI
231,"I'd like to make a donation to help those impacted by #Harvey 

Which organization actually contributes most if not all donations for aid?"
232,"In anticipation of Trump’s visit to Texas, where can we send electoral college maps as donations?  

#Harvey"
233,i wish we could hold off on the political fights related to #Harvey &amp; instead focus on on rescue efforts/donations. It's horrible down here.
234,@EdKrassen--Don't bother coming to Texas Ed...we don't like your kind here.  Send donations #HARVEY Red Cross https://t.co/MOfgBijUMv
235,"We rely on donations to help homeless pets - but right now #Harvey, #Houston flood victims need help. Here's how: https://t.co/MWEnnT7YjZ"
236,Does anyone know the best organization to send donations to for Houston? Red Cross or somewhere else? #Harvey #HurricaneHarvey
237,The devastation in Texas is heartbreaking. Does anyone know of a reputable (and local) charity to focus donations? #Harvey #Texas
238,Maybe #showtime &amp; these heros of the boxing ring could lead the charge for donations to hurricane relief #Harvey
239,.@Mikel_Jollett matching $10 text donations to @RedCross for #HARVEY / Houston. Text HARVEY to 90999 &amp; tweet Mikel… https://t.co/lQmmYwHy8l
240,Fck the wall!! Have you not been watching the news!? Have Mexico pay donations to Texas pencil dick! #Harvey https://t.co/IuFA5SU5Mr
241,.@safoodbank is open from 8 to 5pm to take donations to help #harvey evacuees. They are accepting food and baby items
242,"The #Lorena Fire Dept. is accepting donations (food, clothing, boxes, blankets, etc) up until 3pm to bring to the… https://t.co/vmuPpRywjh"
243,"@ericfisher Everyone, if you can send donations to @RedCross and get organized now. They are going to need so much help! #Harvey #Houston"
244,"Support, prayers, donations, anything you can do to help, as rains aren't going to abate for some time. #Harvey… https://t.co/eV7odMjv77"
245,"Houston Chronicle list of legitimate donation sites for $$, goods, food, &amp; blood donations
https://t.co/3tSEaXNREF… https://t.co/hOu2sQTGe8"
246,"@POTUS focused on ""the wall"", states he ""won"", and a friends book. No mention of thoughts, prayers, donations for horrific flooding. #Harvey"
247,"#Apple opens #iTunes #donations after #Hurricane #Harvey 
https://t.co/oxg68EOGZj"
248,"This is horrible, stranded in Houston &amp;it's only just beginning 😰 Can y'all please ask donations during @vmas ?… https://t.co/ZG8dXVhEa0"
249,#Harvey creates privilege for people of God to share hope in Jesus &amp; resource to those affected. #_SBTCDR donations used well. #pray
250,#Harvey creates privilege for people of God to share hope in Jesus &amp; resource to those affected. #_SBTCDR donations used well. #pray
