,text
55,Self-Storage Firms Lend a Helping Hand to Hurricane Harvey Victims - https://t.co/YduCCfOs1o #storage #harvey
56,#Arkema CEO: likely remaining storage containers at Crosby site will ignite over next few days. #Harvey #HoustonFlood #KHOU11
57,U- Haul is offering 30 days free storage for #HarveyRelief #Harvey 1-800-GO-UHAUL
58,"IEA ready to act, but sees no need to release #oil from strategic storage 
@IEA 
#OOTT #OPEC #shale #floods #Harvey… https://t.co/Civ3xjqg1O"
59,"No need for coordinated release of #oil stocks from strategic storage, says @IEA 
#Harvey #storm #hurricane #floods… https://t.co/GaYyp5azIo"
60,"Flooding caused by #Harvey has toppled two oil storage tanks, releasing 30,000 gallons of crude oil:... https://t.co/6cBLXqeDO1"
61,"Flooding caused by #Harvey has toppled two oil storage tanks, releasing 30,000 gallons of crude oil:… https://t.co/7LnUpcfgWL #green #ecof…"
62,"Flooding caused by #Harvey has toppled two oil storage tanks, releasing 30,000 gallons of crude oil:… https://t.co/TrKSNfXfyp"
63,We have 230M barrels in storage in the US right now. You're not going to face a shortage of gasoline due to #harvey
64,"Just checked storage unit containing my apt - dry, for now. Nearby Brazos River crests tomorrow morning. Heading to check on mom's #Harvey"
65,I'm not rich. Right now I'm washing clothes I've had in storage &amp; adding from our closets 2 donate. Heading to LA i… https://t.co/ixE23fdWJE
66,Six-hour wait for tanker trucks at fuel storage terminals as Harvey recovery continues https://t.co/n2QaWBearV… https://t.co/5FEeBRKFfZ
67,Cleaned out my closet and storage unit for our students who lost everything in #Harvey #HurricaneHarveyRelief
68,#Arkansas business assisting with #Harvey #victims who are relocating they are statewide storage and national movin… https://t.co/WJjKqySjuo
69,"Sorry, finally #harvey just revealed #issues that have so little to do with #climatechange: #toxic #wastes #storage https://t.co/N7uS3rDzjW"
70,"IEA ready to act, but sees no need to release #oil from strategic storage 
@IEA 
#OOTT #OPEC #shale #floods #Harvey https://t.co/C0xpnZYq5G"
71,Team @fairwaybaptist in the worship center we prepared for storage of 3 tractor trailers of relief that will be her… https://t.co/v11HIKHrtw
72,Weight room converted into a storage facility for donations in Rockport. #txhsfb @callerdotcom #Harvey https://t.co/99UBNAoAka
73,"Oct LOOP Sour storage cleared at 20 cents/b for 2,400 CACs, the highest since May. More on USGC #oil after #Harvey… https://t.co/RNnejohZkj"
74,Self-Storage Facilities Begin to Recover After Hurricane Harvey - https://t.co/SBqqdVVcay #harvey #storage
75,Crude #oil storage costs rise in LOOP's first auction following #Harvey. Learn more on The Barrel blog… https://t.co/D7H8dkPvjE
76,Handy tips on how to store items after #Harvey to ensure everything you put into storage stays well-preserved.… https://t.co/jgWbwQlDWI
77,"Flyover footage of #Harvey impact on oil &amp; gas storage, refineries, flaring, mass housing damage.

h/t Steven Gute… https://t.co/Sq5upGdJ5Z"
78,"Red Cross says it has run out of storage for #Harvey donations, suggests: ""save it for #Irma."""
79,"Read the blog for #oil #refining, prod, transport, storage &amp; #gasoline dmnd insight as #Harvey recovery begins #OOTT https://t.co/VWWX6lGqsn"
80,"#Harvey updates:

Today: helped move salvageable items into storage units and played how much can you fit in a… https://t.co/By0r3cckHm"
81,"#Harvey Updates:
Sun-cleaned storage for victims to put items in until they have a home again-stopped at charity ev… https://t.co/ODKWSnGNjZ"
82,"#Harvey victims need totes n containers 4 clothes we need to store, any info for where storage containers might be donated?? #khou #abc13"
83,"If you're bringing supplies to #Houston for #Harvey victims, plastic storage bins are desperately needed. Stores completely out."
84,"Upload photos to cloud storage TODAY. Include pics of legal docs. If you ever have to flee, one less thing to bring… https://t.co/WnYpQsGHbg"
85,"@PhillyJoeD : #TX #Arkema problem tip of iceberg re chemical storage hazards
#Harvey
https://t.co/4kkT2RYvDn"
86,"24+ storage tanks holding crude oil/gasoline/contaminants failed in #Harvey, revealing major storm vulnerabilities~… https://t.co/Ejd15jwTbK"
87,@PeopleConcerned suit against @EPA provides opportunity for storage tank regulation needed after #Harvey… https://t.co/3O02Spinrv
88,Big demand and tightening supply for self-storage businesses after Harvey https://t.co/2lwGmOGTMZ #hounews #harvey
89,Check out this guide for important information about underground storage tanks. #Harvey #Irma https://t.co/kWVFgsNK30
90,Big demand and tightening supply for self-storage businesses after #Harvey (via @kfeser) https://t.co/TH2u06YX0R
91,Closetbox is offering free home pickup &amp; free month storage for Houston.  https://t.co/JbMTsxVf62  #Harvey #storage #HoustonStrong
92,Natural disasters like #Harvey show need for backup storage.This industry continues to grow. https://t.co/Xp0w96Ncrl
93,Do you have extra space? Many are stranded and need of help with storage after Hurricane #Harvey… https://t.co/nzwjZOcYHS
94,"#Harvey impact should be wake-up call to #petrochemical industry on #safety, #storage, #supply chain.… https://t.co/nWcdNjYYlU"
95,#Grid resilience &amp; #Energy #storage amongst #Irma and #Harvey @Forbes https://t.co/LNsA0ln3RH
96,#Harvey #irma #jose #hurricanes #tropicalstorms #friday #storagefacilitystories #headaches… https://t.co/pytX38TisS
97,SelfStorage_ISS: See how #selfstorage businesses were impacted and others rallied in the wake of #Harvey in this T… https://t.co/At4hnQkUOq
98,See how #selfstorage businesses were impacted and others rallied in the wake of #Harvey in this Tony Jones blog:… https://t.co/hJKVEqNZkx
99,From @Forbes: #Harvey and #Irma show US must boost grid resiliency. #Energy storage is doing just that: https://t.co/dACHnTj9AR
100,Houstonians...are you looking for a storage unit post #Harvey? Having any trouble finding them?
101,"Industry standards cover construction, upkeep, monitoring of storage #tanks for oil, fuels: https://t.co/sYZN7i6omc… https://t.co/GsdhmrEyPb"
102,"&gt;2 dozen storage tanks holding crude oil, gasoline &amp; contaminants ruptured spewing toxic pollutants into air
#Harvey
https://t.co/wGY1yRKYNN"
103,"#oil &amp; #gas storage Tank failures in #Harvey reveal vulnerabilities in storm via AP #oilandgas #pipeline #energy
https://t.co/em7mkwGNla
Mo…"
104,Check out this guide for important information about underground storage tanks. #Harvey #Irma https://t.co/J13TG2AUkr
105,More than 2 dozen storage tanks holding contaminants ruptured or otherwise failed when #Harvey hit the Texas coast. https://t.co/auSTU3mliQ
106,Do you have extra space? Many are stranded and need of help with storage after Hurricane #Harvey… https://t.co/kaDhSHrN8M
107,#Cloud storage offers data safe haven from treacherous natural disasters. #Harvey #Irma https://t.co/bTl0ui5HoV. https://t.co/ZE7hYGerN5
108,"Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/scRUU5FKyl"
109,"Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/7PIkqdMOnt"
110,"realtordotcom: Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/ckHCC7mMrj #jimfonggroup #lasvegas #reale…"
111,"Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/aBtwDyUbk8"
112,"realtordotcom: Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/7rj1Wd4Fjc"
113,"Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/a0cBynRrnp"
114,"Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/OaEwI4aq0c"
115,Do you have extra space? Many are stranded and need of help with storage after Hurricane #Harvey… https://t.co/BOfPn9M8OW
116,"#Harvey toppled storage tanks and spilled nearly 2,000 barrels of #oil - conservative estimate https://t.co/w0g5ROsq3X via @houstonchron"
117,"In the wake of big storms like #Harvey and #Irma, #energystorage and #microgrid technology could be a lifesaver. https://t.co/3W6mYQARdo"
118,".@SNLEnergy survey shows ramp up in #natgas storage builds amid decreased weather demand, #Harvey impact… https://t.co/qs2gs2vIiC"
119,"Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/ZLVInTLlUu"
120,"Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/t8nN91PLjT"
121,"realtordotcom: Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/xeVKiz0kmT"
122,"Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/rWUObfuSHJ"
123,"realtordotcom: Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/g52Eyq2Cc1 #jimfonggroup #lasvegas #reale…"
124,"Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/VcONzA7J0L"
125,"Demand for self-storage space has surged in Houston after #Harvey. 

https://t.co/9HHisxzoiX"
126,"#Harvey toppled storage tanks in the #oil patch, spilled nearly 2,000 barrels - Houston Chronicle https://t.co/QDhDEBN4K9 #oilspill"
127,"Magellan Midstream storage tanks spilled &gt; 460,000 gallons of gasoline near Ship Channel wins biggest #Harvey #oops https://t.co/Ptn78KNfal"
128,ICYMI: More than 2 dozen storage tanks holding contaminants ruptured or otherwise failed when #Harvey hit. https://t.co/oZFMKEWoCB
129,@SBAgov offers resources at https://t.co/COKsYONsmz for storage facilities impacted by disasters like #Irma and #Harvey.
130,.@usstoragecenter Houston locations still charging full price for units that flooded. Won't release items w/o full pmt #sad #wrong #Harvey
131,US #EPA eases rules for Texas fuel storage facilities hit by #Harvey - Oil | #Platts #OOTT #energy #oilandgas https://t.co/1lfQ2v0ikX
132,he US EPA has eased several rules for Texas #gasoline storage facilities/bulk #fuel terminals affected by #Harvey https://t.co/Tk3sIIq5JR
133,The US EPA has eased several rules for Texas #gasoline storage facilities/bulk #fuel terminals affected by #Harvey… https://t.co/4R8l288IcT
134,Moving stuff from the house to storage today sucks. But I have to remember that it's only temporary and #Harvey doe… https://t.co/8a2NEZa9Lp
135,"Self-storage units highly sought after in recovery efforts, National Real Estate Investor: https://t.co/fRvA6Arn9S #CRE #Harvey #Irma"
136,"Fire at #Valero #PortArthur refinery appears to damage storage tank
#TXlege #Harvey #EPA #TCEQ #HarveyRecovery
https://t.co/NK3OabUtIX"
137,"Thinking of our fellow #storage comrades &amp; all of #Texas as they face the aftermath of #HurricaneHarvey, more rainf… https://t.co/CVFUWogEfj"
138,"Thinking of our fellow #storage comrades &amp; all of #Texas as they face the aftermath of #HurricaneHarvey, more rainf… https://t.co/Is4249blyY"
139,"Thinking of our fellow #storage comrades &amp; all of #Texas as they face the aftermath of #HurricaneHarvey, more rainf… https://t.co/4qNf7seK3s"
140,Lightning from #HurricaneHarvey hits #oil storage tank near Wildlife Management Area https://t.co/VDABauWDGS vía @houstonchron
141,Addicks Reservoir TX storage volume #HurricaneHarvey #HoustonFloods https://t.co/u9MFoKEKgQ
142,"Solar, wind + energy storage makes us more resilient: #HurricaneHarvey knocked out 11% of U.S. refining capacity and 25% of oil production."
143,Thanks for thinking of me @ScenicRoute365! For now I'm high &amp; dry! Happy to be resting in enclosed storage.… https://t.co/2SR19NO3yi
144,How does flood affect the Houston Ship Channel and all the chemical storage?  No dredging needed for a while? #houstonflood
145,"Ways to donate for #HurricaneHarvey relief.
Monetary donations preferred; easier to handle vs. product storage mgmt.
https://t.co/8MDpbq5GDz"
146,The thoughts &amp; prayers of the professional moving &amp; storage industry are with all those affected by #HurricaneHarvey &amp; the people of Houston
147,Now 5 dead. What precautions taken for oil storage leaks? Why r u cutting $667M from #fema ? See u in #Texas after… https://t.co/bs3edKE61n
148,"#houstonflood Before water gets high collect item that float ie ice chest, storage bins, garbage bags, milk jugs, ziploc bags. tie together"
149,#HarveyStorm So what's happening at the oil refinery/storage depot?
150,https://t.co/o0rhev6KEF plastic storage bins float! Ideas from this bin boat. @abc13weather #hurricaneharvey #houstonflooding #houstonfloods
151,"Five-story boat storage facility outside Rockport. Amazingly, only one death so far. #HurricaneHarvey .. https://t.co/ew8f3RJbtB"
152,"If you rely on insulin, check out storage alternatives in a power outage. Great info from @US_FDA #HurricaneHarvey https://t.co/oZC4zOC3zc"
153,A #Rockport boat storage facility heavily damaged by #HurricaneHarvey. The storm made landfall as a CATEGORY. Stick… https://t.co/SMzbj9o8wK
154,"Five-story boat storage facility outside Rockport. Amazingly, only one death so far. #HurricaneHarvey https://t.co/i5HGs1zUN5"
155,"If you rely on insulin, learn about storage alternatives in a power outage. Great info from FDA at… https://t.co/2Xh5HSn6Dp"
156,Damage reports: Possible #HurricaneHarvey twister hits Katy RV and storage business https://t.co/JvvzOnVuIv via @houstonchron @chron.com
157,"We have an update on #naturalgas along the USGC in the wake of #HurricaneHarvey, incl #LNG, pipelines and storage… https://t.co/rWN75YQBJn"
158,Possible Hurricane #HurricaneHarvey twister hits Katy RV and storage business. https://t.co/OryZuLSZkt
159,Toxic storage tanks 700 feet away from water in Rockport TX #HurricaneHarvey #PissPoorPlanning #flooded #fracking… https://t.co/G0pNhpUEZr
160,Got flooded pumpjack storage tank sites #HurricaneHarvey #Rockport TX-ass https://t.co/WZjJAd6MOv https://t.co/0xNUGaUjF0
161,Had to put my bike in storage due to #HurricaneHarvey. Just going to look at pics of the OTHER Keanu to get me thro… https://t.co/0Y3OniGIzv
162,The force of the wind from #HurricaneHarvey opened the front of this RV &amp; boat storage business like a tin can. No… https://t.co/Pg6ixj0S0l
163,Debris scattered along the ground after a twister from #HurricaneHarvey hit an RV &amp; boat storage business in #Katy. https://t.co/LrqvC1jZUB
164,Some heavy #HurricaneHarvey  damage at a boat &amp; RV storage facility along the Katy Fwy at FM 1463. No injuries https://t.co/KZGqpLHcNa
165,"Cove Harbor boat storage in Rockport,TX #HurricaneHarvey https://t.co/Mp0zuHbXjI"
166,Tree branch fell on our storage shed/laundry room around 5:45 AM. Heck of an alarm this morning. #Harvey2017
167,Hoping #HurricaneHarvey spares all the oil storage facilities -- PLEASE no new oil spills in the Gulf!
168,"Possibly about to find out how well these #oil storage tanks are built
https://t.co/VWS7mJ0ttT
#HurricaneHarvey #news"
169,"Stay safe out there #Texas! For anyone dealing with #Harvey2017, check out our backup energy storage solution at https://t.co/2k2Jid0EdP"
170,"Stay safe out there #Texas! For anyone dealing with #Harvey2017, check out our backup energy storage solution at https://t.co/mCKKPFVZ7K"
171,Temporary moratorium on MINICO self-storage tenant policies in TEXAS #hurricaneharvey
172,"With major storm tonight, y would u close storage facility @ 1 PM?   How can one make it there before it closes. @LifeStorage #Harvey2017"
173,"Get an update on US #naturalgas prices, storage, output and more as we track #HurricaneHarvey… https://t.co/NoG1lIOxO5"
174,".@NYGovCuomo #ConnectTheDots: #fracking, pipelines, storage, compressors, power plants, #methane, #climatechange… https://t.co/V1sdxGO5Au"
175,Back Up Your Client Data. Backup all data on your computer to the cloud. If you don't have a cloud storage service.… https://t.co/vuX5W0dlqb
176,#Texas #Gulfcoast will see 12 foot #stormsurge.  One third of #US oil refineries and storage in #HurricaneHarvey's… https://t.co/gflJFYChJ9
177,"Every time I hear about flooding in #Houston, I wonder if the storage unit I'm paying for there still exists. #HurricaneHarvey #actorslife"
178,Give it a month or less before the water becomes too polluted to swim in. Sewage and Chemical storage should have attention.#HoustonFloods
179,#HurricaneHarvey impact on US #LNG #exports from #Cheniere $LNG?  Watching for #storage fills &amp; #cargos. https://t.co/sbbLxbm34S
180,"For anybody in Texas who is affected by #HurricaneHarvey, U-Haul is offering free storage for 30 days! Spread the w… https://t.co/h5kmDiq2b6"
181,#HurricaneHarvey: At least 100 cotton storage modules blown away &amp; flooding expected to disrupt wheat shipments.… https://t.co/mgmV4IPOtl
182,#HurricaneHarvey #Houstonshipchannel storage tanks subject to flooding impacts. #Engineering course developed.… https://t.co/MiZ6jmNeCx
183,#HurricaneHarvey Port of #Houston and #Houstonshipchannel will likely remain closed until Friday. 1000s of storage… https://t.co/tQmONQOZRV
184,Huge relief to see a wrestling magnate and a grain storage expert accompanying @POTUS to view #HurricaneHarvey.
185,What can underground storage tank owners do after a major flood? https://t.co/tsBnjtZnoB #HurricaneHarvey… https://t.co/WRj07sRvdy
186,SelfStorageAssn: Thank you to the #selfstorage businesses helping communities affected by #HurricaneHarvey: https://t.co/aDLYcbxf6E
187,Thank you to the #selfstorage businesses helping communities affected by #HurricaneHarvey: https://t.co/Gl0eC0fdma
188,Oil is going lower - With less usage &amp; over storage of inventory the balance of distribution is off - #HarveyStorm $ngg
189,Hey @ksatnews @uhaul also is offering free storage for 30 days in the areas affected by #HurricaneHarvey #uhaulcares
190,"#HoustonFloods &amp; the refineries, 'dirty burn', storage tanks...contamination. https://t.co/64NT452zpR"
191,How #cloud and #data center providers are dealing with #HurricaneHarvey https://t.co/J36rLAcUad @IBM @Level3 #computing #storage
192,"About 80% of Texas rice was harvested, but rice storage facilities have been damaged. https://t.co/nuDhI5t1Xd… https://t.co/VDfb6JNuw2"
193,#HurricaneHarvey reminds that #solar + #energystorage is a current #tech solution even if your chainsaw needs gas https://t.co/mVgLesiTuV
194,Dry bags and waterproof camera case. All empty. In flooded storage tub. #Harvey2017 irony. https://t.co/GrnpjkGDMe
195,"Affected by #HurricaneHarvey? Please call 1‐800‐828‐2088 w/ any Qs regarding delivery, storage, or traveling w/ you… https://t.co/PDBJrrpCUB"
196,"Exxon Mobil says partially collapsed storage tank isn't a threat https://t.co/r0QpDHfkcQ
#HoustonStrong #HarveyStorm https://t.co/E45myVl0dp"
197,"The Latest: Harvey topples storage tanks, crude oil leaks https://t.co/SF0ZJHSP5j
#UniteBlue #HoustonFloods"
198,Thinking of adding a #HurricaneHarvey donation on my world famous online store. Proceeds may go to help me get some BOGO food storage packs.
199,"Willbros is mobilized to help colleagues! #HurricaneHarvey Equipment, transit, generators, storage, volunteers...  https://t.co/04zTbBS1ds"
200,How can we get moving boxes and storage facilities for #HurricaneHarvey victims to salvage their last remaining possessions? 🤔
201,"For what is salvageable, #HurricaneHarvey #Houston #Rockport victims need boxes &amp; storage units #PJNET #tcot #MAGA
https://t.co/WGXvqsx2mn"
202,Commtrex providing real-time storage and services access to #Rail #Shippers affected by #HurricaneHarvey https://t.co/HVR6AmQDRw
203,GEC's Phillip Cornell on the role of strategic product storage in the face of #HurricaneHarvey: https://t.co/TIzHLv7XmE
204,What makes me mad is that this gas has been sitting in storage tanks for months if not years. #HurricaneHarvey… https://t.co/ubsXylwFiF
205,"EPA delayed Obama-era rule on chemical storage after industry objected
Read more: https://t.co/hS6fonlQ1k
#epa… https://t.co/RSIX3f9CoM"
206,"#HurricaneHarvey ""has toppled 2 oil storage tanks in southern Texas, releasing about 30,000 gallons of crude oil"" https://t.co/kDmZQN87CD"
207,"@AmericanAir while cleaning up our flooded storage unit, #Harvey2017, came across this beauty. #SkyCradleClub membe… https://t.co/Thjlw3u89s"
208,❤️  to @rhythmagency for putting in the time/not charging a dime to help  @usstorage w/ #HurricaneHarvey relief.… https://t.co/3ccE2d9y7g
209,We worked overtime and on our own dime so @usstorage can help those devastated by #HurricaneHarvey - HELP NOW:… https://t.co/ID87FXdkFq
210,My mom trying to sort thru her destroyed storage unit and property #HurricaneHarvey https://t.co/RDZ0DCvRkT
211,.@EProd_Careers considers curtailing fractionation and storage services in the wake of #HurricaneHarvey. https://t.co/4y2nsfGSHx
212,TSSA members offer free or discounted storage to those affected by #HurricaneHarvey #HurricaneHarveyRelief… https://t.co/nAZikebTzZ
213,"I'll foster pets, people, storage anything just let me know what to do!  #HurricaneHarvey"
214,Saw my storage for the first time. Nothing can be salvaged. 3 bedroom home full of furniture and belongings ALL GONE 😭 #HurricaneHarvey
215,When the contents of your life fit in a 5x5 storage unit... &lt;sigh&gt; #efyouharvey #hurricaneharvey… https://t.co/eLjZdpxgd0
216,"Finally went to the storage unit. Got about 4-5"" flood damage to my furniture. Is that covered under hurricane relief? #hurricaneharvey"
217,I have them in a storage unit in Newark - just need some kind of affordable transport #HurricaneHarvey https://t.co/UR1wDenJLo
218,"#BoltCA client, @MeatheadMovers is collecting #HurricaneHarvey donations from its partners at @usstoragecenter on… https://t.co/H2cJwmJZv3"
219,"Partially built storage sheds going to Katy, TX for #HurricaneHarvey victims from Noblesville missionary organizati… https://t.co/rXwUew82kR"
220,Everyone here in #houston needs storage tubs to put away those belongings that survived. Send those! #HoustonFloods https://t.co/Wq8SWCbQZB
221,GEC's Phillip Cornell on the role of strategic product storage in the face of #HurricaneHarvey: https://t.co/v8ChjUE89A
222,#HurricaneHarvey victims! Below is a list w/phone numbers of u-haul storage facilities in &amp; around Houston offering… https://t.co/I4rvLFRQ3Q
223,Shame on @1800PACKRAT in Houston for gouging flood victims for their storage containers.  250%-300% increased pricing.  #HurricaneHarvey
224,"Just #discovered #Mice #ruined #linens etc. #instorage but #inthelightof #HurricaneHarvey #Irma #victims, it's a #smalltrial #perspective"
225,Commtrex is connecting storage/service providers to #commodity #rail shippers in need after #HurricaneHarvey. https://t.co/H3pZLFTkiQ
226,Did #HurricaneHarvey affect your storage facility? Any oil spill or cleanup needed?https://t.co/gGRzxie0Ld
227,"We are offering relief packages to connect the #rail community w/ services, storage after #HurricaneHarvey. https://t.co/H3pZLFTkiQ"
228,"@SeaShare accepting donations for #HurricaneHarvey victims: freight, cold storage and food bank partners lined up ready to go! 🐟🐟"
229,"#Crudestorage costs rise in first auction following #HurricaneHarvey: In the LOOP
#OOTT #energy #LOOP https://t.co/fpf1mYI7Xo"
230,"#HurricaneHarvey caused 10,000 barrel gasoline spill into #Houstonshipchannel as storage tanks failed.
https://t.co/VZM6DuEuab"
231,Do you have #rail storage? Shippers use Commtrex to connect. Help us help them w/ free listing. https://t.co/H3pZLFTkiQ #HurricaneHarvey
232,#DYK: Demand for #selfstorage space is on the rise following #HurricaneHarvey’s impact on #Houston. @Bisnow shares: https://t.co/FRkrwwy0jB
233,The rail industry was hit hard during #HurricaneHarvey--we can help by connecting shippers with services &amp; storage! https://t.co/hgCsw0T9QF
234,"I think #HurricaneHarvey turned this #selfstorage article on its head.
https://t.co/ckagXtSZx8
via @REBusiness… https://t.co/PhScpqp1nS"
235,"3/10 Clean out your closets, garages, and storage &amp; bring all used items that will be arranged for delivery.… https://t.co/XcdarqmN5a"
