,text
253,"@MattressMack loves his neighbor. @JoelOsteen asks ""when did we see you hungry, or thirsty, or needing shelter or clothes?"" #Harvey #Houston"
254,"I keep trying to drop off clothes, bedding and toys for #Harvey victims but everyone just keeps turning me away. What gives???"
255,"As Hurricane #Harvey raged, they slept on cots &amp; washed clothes in showers to keep this nuke plant on:… https://t.co/8an8mS7upq"
256,"Hey I have these bags of clothes I wanna donate but my car got flooded so I can't transport
Retweet!
Dm me for addr… https://t.co/8ptOpeRrPd"
257,"These lines are not the #Harvey victims looking for shelter, food or clothes, but the VOLUNTEERS coming out to lend… https://t.co/3i5rnwvk5p"
258,"We also need help cleaning clothes, and drying important documents. So much need. #harvey… https://t.co/HjfqInXsGY"
259,"I'm not trying to be a party pooper, but a lot of charities don't want clothes... plz make sure you verify what they actually need. #Harvey"
260,Hey y'all: Leo came to #Dallas to escape #Harvey w/ clothes on his back &amp; his badass bike. Needs size 9 steel toe b… https://t.co/PdotTvwZ0n
261,"@Mikel_Jollett @IvankaTrump But 1st, can they have dry clothes &amp; a place to sleep bc they just lost their home to #Harvey? @stevenmnuchin1"
262,Donating boy's clothes (0-6mo) to @TXDIAPERBANK for the #Harvey Houston-area recovery. Money comes and goes- Texans have to stick together
263,Erin taking care of an evacuee while the rest of the family organizes donated clothes. #harvey #TexasStrong https://t.co/SZ3jAEufbN
264,Does anyone know where to donate clothes that will go directly to flood victims?? Minimal middle man sitch #Harvey #HelpforHouston
265,@voguemagazine She already had a change of clothes on board. Can we move on now? What is @voguemagazine doing for the #Harvey victims?
266,"Looking for shelters or people that need infant clothes, toys,&amp; formula.mostly newborn clothes. The formula we have is soy.#Harvey #kingwood"
267,"PLEASE READ - Think before you donate that bag of clothes #Harvey 
I will link the articles in the replies https://t.co/EjRJa2PGou"
268,Seen a lady on TV who asked for socks &amp; a toothbrush; lost everything but the clothes on her back; all donations will help.  #HARVEY  🙏🙁💔
269,"I'm sorry, if you can grab your purse, wallet, valuables and bags of clothes-you can sure as hell grab your pets! Poor animals. 😢 #Harvey"
270,BBVA Compass is not accepting clothes. Taking anything else! They have a great volunteer system for curb drop off! #Harvey #TexasStrong
271,You can help those affected by Hurricane #Harvey in Houston Tx. | Send clean clothes to @SouthsideHTX https://t.co/fh5FzLsAMb
272,@tide Please bring your Tide trucks to Houston! Kindness matters and so do clean clothes to those in need! #Houston #Harvey
273,"@HFUSA &amp; @MuslimYouthUSA in #Houston 5th Ward w/clothes, shoes &amp; water 4 #Harvey victims. Thanks to our donors 4 yo… https://t.co/RYz32qTSnS"
274,"I have lots of extra clothes &amp; things like towels,sheets,shoes that I want to send to #Harvey victims. How? @ShaunKing @BoingBoing @nytimes"
275,Where can I donate clothes and other necessities in the Dallas area? #Harvey
276,Does anyone in DMV know where you can drop off donations for #Harvey? I have a bunch of clothes &amp; other items that they need @washposthelp
277,Flood water can contain harmful bacteria. Wash your clothes after a cleanup. #Harvey #SafeWater https://t.co/TdlQeQhW27
278,Please remember what @RedCross did to our people in Louisiana. Do NOT donate to them. They threw food and clothes!!… https://t.co/KwH7rruhMp
279,the only time you should be worrying about people's clothes at school is if you know they need some. Less judging m… https://t.co/D68eL1mtJO
280,"List of all things #Harvey: ed, meds, filing for govt help, finding shelter/food/clothes, donating time, items &amp; $
https://t.co/UzPWLGU5HB"
281,"Any plus-sized followers affected by #Harvey in Houston (sizes 16-20/L-XXL), hit me up if you need new clothes! ❤️"
282,Best org/place to donate clothes to help Houston? Send your recs and ideas. #harvey
283,"Diapers, blankets, clothes, water... Give what you are able ❤️ #Houston #Harvey //'It is more blessed to give than… https://t.co/gxOHOOhm1k"
284,"The #GRB is overwhelmed with clothes. For now, survivors need towels/underwear/socks/diapers, toiletries, blankets #houston #Harvey"
285,Does anyone know the best place to drop off plus size clothes in LA for #harvey victims?? Please share. Have tons I can send.
286,#Familyaffair cleaned closet to donate clothes and baby items + diapers to  those in #Houston #Harvey #HarveyRelief https://t.co/52v4EQLsnv
287,"When school starts there bet not be any mess abt ppl's clothes, hair etc. bc you have NO IDEA wht they lost during this storm #Harvey 💯"
288,"ATTENTION:::: If u are wanting to donate clothes for #Harvey bag them up &amp; take to Vans store @ Quail Springs, the… https://t.co/M1HTt4xZs1"
289,"come get a workout in
Flex City Fitness
414 Curtis Ave Pasadena TX
ALL day passes DONATED
accepting clothes diapers… https://t.co/tx2XJp67ZS"
290,The video of ppl in #PortArthur being rescued without any shoes &amp; only the clothes on their backs carrying babies is heartbreaking! #Harvey
291,NRG is taking donations at Old Spanish Trail and Stadium at Gate 12. No clothes except packages of new underwear. #HopeForHouston #harvey
292,"Donation outpour is great. Don't forget about toiletries, new underwear. No clothes pls. #Houston #HoustonStrong… https://t.co/OIxwB8pm3r"
293,"UPDATED NEED: Any kind of clothing, underwear, socks, etc. so that the evacuees have fresh clothes in the shelters.… https://t.co/37qCZn4yDR"
294,As #Harvey approached I saw elected officials NOT order a mandatory evac. It was then people had a chance to pack dry clothes&amp;food &amp; leave!
295,"@kilmeade luv ur honesty! hey, i send donation of course;do u have place to ship clothes? I have BAGS; hate to send elsewhere #harvey"
296,Donate now at #NRG no clothes needed anymore ONLY BLANKETS FOOD AND HYGIENE SUPPLIES #Harvey #houston https://t.co/JvI8TmYpf4
297,#HoustonFlood #Harvey #HoustonProud great to see some sunshine this morning! Able to grab some clothes this morning. https://t.co/M15T1UYYI0
298,Everyone has clothes in their closet they can spare for #Harvey victims. Diapers are needed too. Google to find drop off locations near you
299,"30k are n shelters so far. Not sure ppl understand the magnitude of #Harvey. My ❤️ goes out to them. Will be donating clothes, blankets, etc"
300,Just made a donation to the Red Cross. These people need our help so anything even $5 helps provide food water clothes and blankets. #Harvey
301,Can anyone put me in touch w/someone in TX. I have boxes of new clothes (4 my business) I can send. #Harvey #HarveyFlood #HopeForHouston
302,Need addresses to send care packages with clothes and supplies to churches and shelters. #HurricaneHarvey #Harvey #HelpforHouston
303,Was up until 3am watching hurricane coverage. Hard to find words for the heartbreak. Donate $ or clothes or anything they need. #harvey
304,Be on the lookout...clothes coming your way! @uhcougarswim #texasstrong #houstonstrong #harvey #doingourpart https://t.co/WR9we7lnbx
305,"For #Houston after #Harvey -- people donate used clothes, but not underwear.  This is @BreneBrown 's suggestion -  https://t.co/RiTM3r3INE"
306,Isn't @realDonaldTrump making a personal donation? Why isn't @IvankaTrump donating clothes? #Harvey https://t.co/Pk81BAev5T
307,We loaded a 10ft box truck today with clothes that will be on there way to Texas to help the people effected by the… https://t.co/ditXJ1YFXS
308,Being a #blessing in the mist of #harvey in my #neighborhood. I dropped off 2 bags of #clothes… https://t.co/vwgoXM8S9A
309,"@Amy_Siskind #ImpeachTrump #Harvey
#MuellerPleaseHurry

But hey, he and Melania did have on their best go-to-disaster clothes for photo ops."
310,I got two bags of clothes I would like to donate to #Houston but I'm not sure where in #Austin to take them. #help #harvey #TexasStrong
311,"My bands 🎻🎸🥁 6th load of children's clothes, formula, non-perishable foods, diapers, blankets, bottles, toys, socks… https://t.co/VyMSqyYli1"
312,My wife @princesspeyyton and I will be donating baby clothes to the babies that have lost their clothes from #Harvey. #HurricaneHarvey
313,"Hey, I have a LOT of 3-6m girl clothes that I'd love to send to anyone that needs them in Houston - stain/rip free! #Houston #Harvey"
314,#CNN Reporter #drewgriffin changes clothes in the same shot rescuing man #fakenews #Houston #Harvey https://t.co/FF1XWHUZLW
315,I dropped off a bunch of clothes from me and Laura at Empire Cafe for donations &amp; I highly recommend others do too! #Harvey #HarveyAftermath
316,Where can we send clothes to #Harvey victims ?
317,"I wanna donate clothes to Houston, if anyone in NY is down to do the same, dm me! #Harvey"
318,"From donating money, food, diapers, clothes, blood or adopting a canine flood victim, we will help and stand with t… https://t.co/k7yZz57SPf"
319,It's as bad as it looks on TV. There are lots of clothes donations but people need underwear. Follow this link to d… https://t.co/RVUbXFRbiR
320,There is no excuse for #looting. None whatsoever. You need food or clothes? Go to a shelter &amp; it will be provided. #Harvey
321,"Anyone in Katy, Alvin, Friendswood are that has any 5t clothes they can donate? #KatyTX #FriendswoodTX #AlvinTX #Harvey #HurricaneHarvey"
322,I have a bunch of clothes to donate for teens/women. Where are good places to bring them to?? #Houstonstrong #Harvey
323,I have a shit ton of clothes I purged a month ago. Anyone in NJ/NYC know of a good donation center? #harvey #houston
324,"@Iam_jerryhughes donates to #Harvey relief, #WNY colleges send clothes/shoes to #Houston. https://t.co/hjUPFFyQ1X"
325,A group of unsung heroes R doing a lot of laundry in the woodlands. Keeping the national guard in clean clothes ine load at a time. #Harvey
326,50% there. Please help us get the recovery started. They lost all but the clothes on their back. #Harvey #flood https://t.co/QV7CXMvXkv
327,Donation Update:Thank you for all the donations. Need more food and water. Only new clothes now. #Hurricane #Harvey https://t.co/wGW3gQNcRG
328,Camping World is collecting clothes blankets anyone in the Fayetteville/Raeford area has anything they wanna give I can pick it up #Harvey
329,What reputable #charities in #LA are donating clothes to #Harvey victims? Let me know! #HarveyRelief
330,Thanks to @MCPS  @QuinceOrchardHS @QO_FOOTBALL @QO_RedArmy 4collecting clothes 4the cause @ 2nights game… https://t.co/pU3m05dauf
331,How the hell are people supposed to wash &amp; disinfect themselves &amp; their clothes with NO RUNNING WATER? #Harvey #DrShaw @MSNBC
332,@Fox26Houston all the clothes coming into my drycleaners from #harvey https://t.co/dn9BmzBP7t
333,@abc13houston all the clothes coming in to my store from #harvey here in kingwood. https://t.co/1dylqngrT5
334,"Arbuckle Off Road from Oklahoma delivering supplies to the Kirby Gym in Silsbee, water, clothes, and watermelons… https://t.co/ielFAw0syC"
335,"Can anyone recommend an organization to send clothes to? The skatepark in Houston has enough, &amp; I got more to send.
#harveyrelief #harvey"
336,https://t.co/MsfxVCsJZh are ready to make you feel amazing and raise money for Houston! #Harvey #loveyourclothes https://t.co/CTwAODy6bV
337,FYI - #DickinsonTX donation center has enough clothes! #Harvey https://t.co/ApHoLMexG9
338,"First Baptist Church in China has all supplies (water, toiletries, clothes, food). Will stay open til sundown.… https://t.co/hW1e6LwOh5"
339,https://t.co/QTHnAPAd1z #cnnfakenews #anchor staging fake rescue! Typical #CNN anchor changes clothes before helping. #TexasFlood #Harvey
340,@momz2cool4u @DougDelonyKHOU Much ❤️ to our brothers and sisters in TX - donations ($ clothes and water) were sent… https://t.co/8bh3AwJCdQ
341,ICYMI: Quakers sending clothes to #Harvey victims. https://t.co/9d4Mr18SNk
342,Going into work today without an umbrella is like me jumping in the pond at the mall with my clothes on #harvey
343,"On Wednesday, a random woman bought her $94 worth of maternity clothes when she found out she's a #Harvey evacuee https://t.co/7xxFiAWEnr"
344,Some people in #Harvey have lost everything. Including clothes. Every little bit helps!  #HurricaneHarveyRelief  https://t.co/YGfE79XhdG
345,A huge thank you to everyone who has donated clothes for the #harvey victims! We will continue til we close tonight!
346,1000's of #Harvey victims w/ NOTHING but the clothes on their backs... and then we have people paying $2000 for a pic w/Hillary! SICKENING
347,Man makes it out right before truck floats away #Harvey Check out change of clothes! For real! Fake rescue CNN   https://t.co/NW2K3Br90f
348,Clear Lake/Seabrook/League City/Webster: Do you need clothes washed? Food? Please let me know how I can best help you! #Houston #Harvey
349,"#CNN ACCUSED OF STAGING #HURRICANE #HARVEY RESCUE VIDEO

Did reporter Drew Griffin have time to change clothes?… https://t.co/VUfrY1yCGV"
350,"We have women colthing. Shirt M and pant 8/10. Let us know who to give them to.
#Harvey 
#womens
#clothes
#donation https://t.co/atIvUa6Yik"
351,I have so much baby clothes that I want to send to those affected by #Harvey anybody know how? #HarveyRelief #HoustonStrong #Donate @fox11
352,#Harvey Need clothes?  Please share!!! eradik_boutique is blessing… https://t.co/nisVhEB5Vd
353,"I still have #shoes 👟, #blankets 🛏 &amp; #clothes 👚 available 2 #donate.  Anyone still needs stuff? ⛑ #Harvey  ⛑ #HoustonFlood ⛑#HoustonStrong ⛑"
354,Thank you @TalbotsOfficial &amp; @ELOQUII for donating plus size clothes to @dressforsuccess for #Harvey. We appreciate your generosity #BStrong
355,I'm not rich. Right now I'm washing clothes I've had in storage &amp; adding from our closets 2 donate. Heading to LA i… https://t.co/ixE23fdWJE
356,"A lot of the baby clothes were new. they could have taken the items &amp; distributed 2 a shelter but NO, only bring us gift cards😩#Harvey"
357,"Praying for all the counties affected by #Harvey

Please be careful where you donate $ 
Donate clothes, food, diape… https://t.co/buAuBziJt6"
358,I'm upset about a lot of the things lost in my flooded #harvey house right now. Top of the list? My fav @DuluthTradingCo clothes.
359,Texas needs your money - not your clothes. Brownsburg PD is hauling food &amp; water. Donate 👉🏻 https://t.co/7deotfUpcp #Harvey #Texas
360,"Send clothes and water to Texas? Not the best choice, say charity experts https://t.co/DzSBxtFJBb via @WSJ #HurricaneHarveyRelief #Harvey"
361,"Collecting items for victims of #Harvey, finally able 2letgo of my Mom's clothes + whatever else @StBabs had to giv… https://t.co/LoWhcRL5kJ"
362,"#Harvey relief workers should be saving lives, not sorting laundry. Instead of lotsa clothes, donate lotsa cash to… https://t.co/MnH0oQ5I9e"
363,"While urge to #donate clothes, supplies is natural, #cash is best during disaster, #philanthropy experts say… https://t.co/xRPxriKu06"
364,Hey where are we donating clothes for #Harvey victims? I know there's some husky boys down there that could use some wranglers!!! And socks
365,"South Texas #nuclear&amp; Hurricane #Harvey 12 hour shifts washing clothes in showers, trying to get enough sleep. Wise… https://t.co/ApDFn7KrpS"
366,"#FirstTeam &amp; #FortHood Soldiers &amp; families are donating toys, clothes, &amp; hygiene items for #Harvey victims at Kille… https://t.co/OZtQ3xVLtC"
367,This is where you should donate your clothes if you want to support #Harvey victims: https://t.co/B0vRornWw8 https://t.co/zfPxxohlSB
368,"After Sandy clean-up, I scrubbed down after each day &amp; then tossed clothes. Everything's contaminated. Be aware/safe. #Harvey #HarveyRelief"
369,We have clothes that we need to take to shelters- where are they still receiving?!? #Harvey #HurricaneHarveyRelief
370,"As #Harvey flood waters recede, next urgent need is groceries and clothes, by @melissa_repko

https://t.co/v7PdXzgvEx"
371,Can you help? No more clothes or linens needed. Primary need now is cleaning supplies #Harvey #HarveyRelief #Houston https://t.co/hys0fBlTW8
372,Can you help? No more clothes or linens needed. Primary need now is cleaning supplies #Harvey #HarveyRelief #Houston https://t.co/ZhiJzMDvqB
373,Can you help? No more clothes or linens needed. Primary need now is cleaning supplies #Harvey #HarveyRelief #Houston https://t.co/4i5ckWeukP
374,Does anyone know of clothing donation centers for people needing clothes? My family lost all their clothes #Harvey #HurricaneHarveyRelief
375,"Cheekys, based in New Plymouth ships clothes 2 hundreds of boutiques across the country, find out how they are help… https://t.co/fD8p8Tg1fO"
376,"Donations needed post #Harvey: hygiene items, diapers (baby &amp; adult), new clothes (no used clothing), pet food &amp; non-perishable food items."
377,She said she and her daughter have donated clothes from a resale shop her daughter works at to Silsbee's YYAFA shelter #setxnews #harvey
378,Best place 2 donate clothes/supplies in Katy or Copperfield area??? Any ideas? #Harvey Lots of folks N my neighborhood want to know. Thanks!
379,"Coming to our games Friday and/or Sunday? Bring clothes, shoes, etc., to help those impacted by #Harvey and get you… https://t.co/m4gqJoNMWF"
380,Cowards use #Harvey for political gain. Bravery is caring more about common good than clothes...… https://t.co/qHLoTn7Dh0
381,Affected by #Harvey? @Tide Loads of Hope is in Rockport to wash your clothes for free. #TexasStrong https://t.co/AgXDPyd89Y
382,"#harvey Relief work. Shipping food, clothes &amp; water for shelters all day.

And I can now apply… https://t.co/iMqsfm4cHU"
383,Got a pretty decent sized pile of clothes to donate to #Harvey victims! ❤️❤️
384,Watch on #Periscope: LuLaRoe Total Request Live lets Shop #kids clothes #Harvey #sarah #sariah #gigi #lynnae #llr #… https://t.co/iUvGlMlGqG
385,Want to donate clothes or anything to help #Harvey victims GLRC is taking donations @ 12041… https://t.co/M4nhbIQrfj https://t.co/xOUNGr9foe
386,Want to donate clothes or anything to help #Harvey victims GLRC is taking donations @ 12041… https://t.co/CDpCw2Urlx https://t.co/Kxur0wltQj
387,"If you're a #HurricaneHarvey evacuee in E. Texas and need clothes/essentials, Peachtree Baptist Church outside Jasp… https://t.co/FXXVEEnwJ7"
388,"If you know anyone that needs diapers, baby clothes, or supplies tell them to DM me #HoustonStrong #Harvey"
389,"Dropped off some clothes, toys &amp; shoes for the collection @PassThaBall was taking in.  #Harvey #Recovery #GivingBack"
390,What organizations are taking children's clothes donations for #Harvey? @GRBCC @RedCrossHouston @UnitedWay @abc13houston
391,"Gathering up donations in #Boise ID of clothes, personal care items, toys, etc to send to #texas for #harvey victims.If your local hit me up"
392,First responders in #Texas are also #Harvey victims &amp; most have lost everything too. They're working w/nothing but the clothes on their back
393,"Prepping clothes and goods for shelters. If you're in need or know folks in need due to #Harvey, let me know. God b… https://t.co/7zHnlp7UEv"
394,"Today, food &amp; clothes drive for #HARVEY at jackalope south shore. I'll be in the wheels 5-6pm 🙌🏽🙌🏽 https://t.co/2Nz7Y56HB4"
395,"@CNN Couldn't get it right the first time. Enter more appropriate clothes, caring look and meeting with victims of #Harvey so HE looks good."
396,Whoa- @MELANIATRUMP changed clothes again on the plane! Imagine that! And she's wearing a TEXAS hat!!!  NOW WHADDAY… https://t.co/HVtco3vlLA
397,"This fund will provide relief to our students affected by #Harvey in the form of food, water, and clothes. #charity https://t.co/8C3N9zngJv"
398,"This fund will provide relief to our students affected by #Harvey in the form of food, water, and clothes. #charity https://t.co/BGxKjlybSK"
399,"This fund will provide relief to our students affected by #Harvey in the form of food, water, and clothes. #charity https://t.co/GV6uBhGeqw"
400,"This fund will provide relief to our students affected by #Harvey in the form of food, water, and clothes. #charity https://t.co/EDvaSYSOVU"
401,"This fund will provide relief to our students affected by #Harvey in the form of food, water, and clothes. #charity https://t.co/AnGQqI2xIJ"
402,"This fund will provide relief to our students affected by #Harvey in the form of food, water, and clothes. #charity https://t.co/S8zBlW3u3Z"
403,"This fund will provide relief to our students affected by #Harvey in the form of food, water, and clothes. #charity https://t.co/ibRBmFoOGc"
404,Lots of places not taking clothes. But here's one that is. #harvey @abc13houston https://t.co/BC3dfAw1Xf
405,"Shopping for #Harvey victims - @Target has lots on clearance, helps $ go further. ""Just remember colder weather's coming if u buy clothes..."
406,@NBCNews Can @FLOTUS rub it in any harsher-most of #Harvey survivors only have clothes on their back &amp; she changes… https://t.co/h39W0jpibL
407,Today we give back #hurricane #harvey food and clothes drive from 12-6 @prime_one16 anything… https://t.co/0cQkb6isJ5
408,"Just met another #harvey #hero driving 17,000 pounds of water, clothes, diapers, dog food &amp; more from FL to TX https://t.co/ldXyvcdMX8"
409,"Read about my organization at
https://t.co/yxb5QWe5aH
We've been very active to those affected by #Harvey (gift cards, clothes, supplies)"
410,Volunteering this morning. Anyone know of a laundry service helping out #Harvey victims? This woman's clothes are w… https://t.co/nmVKjmtwpJ
411,"#Repost @itsmyronlive
#newoutfit #harveyrelief
#nonewclothes #investmentproject
#Harvey #Houston… https://t.co/e9XHbeinLD"
412,@voguemagazine Here we go again.She already had a change of clothes on board. Can we move on now? What is… https://t.co/54C9arYK8v
413,...we are staying with friends with three sets of our own clothes and almost nothing else. Our cat is at home without us... #harvey
414,"Donating clothes, not the doggies 😊#onlyonebebe #donating #harvey #clothes #doggies #bichon… https://t.co/FoJuit04Rv"
415,"I have a box of clothes ready, just not sure where/if I should send it. #Harvey #TexasFlood"
416,Yep. #Oregonstate sending clothes to those affected by #Harvey. Love my alma mater! https://t.co/heLjcgEHPh
417,"https://t.co/dtzJ8b7sYc  volunteers wash the clothes and organize by size .They're free.#Harvey, #Houston #Texas https://t.co/t1umrMFQqp"
418,"#Texas #Harvey 2nd semitruck filled w/water, nonperishables, clothes, Babywipes, blankets, &amp; babyfood arrived today!🙏🏼THANK U 2 EVERYONE🙏🏼"
419,.@FLTechFootball &amp; soccer teams collecting shoes and clothes at 7 pm home games Saturday. #Harvey @MyNews13 @FLTechOnline @FloridaTech
420,"Driving from Jax, FL with clothes, baby wipes, bed pads,  toothbrushes/toothpaste, water,  diapers, etc. Who needs? #HurricaneHarvey #Harvey"
421,"In addition to thoughts and prayers for #Harvey flood victims, 20 boxes of clothes &amp; shoes plus $ donation coming y… https://t.co/V3C2BCqleV"
422,"Released from substance abuse detention facility into Hurricane #Harvey w/out clothes, PTSD meds. via @kristoncapps… https://t.co/3bfYBP6j04"
423,"If you or someone you know is in need of clothes, toiletries, or supplies- Go to @WheelerAvenueBC #Harvey https://t.co/WDKjzbHYxg"
424,@juliekellyroge1 PS don't send #clothes the lady that sent #OneShoe there's no time to #sort clothes they need #CASH #Harvey #Irma #MSNBC
425,#CatsGotYourBack! Wildcat softball team is sending clothes to @UHouston to aid recovery from #Harvey.… https://t.co/KvN5nDgbkI
426,"Today, I woke up early to pack half my clothes for #Harvey victims. What are other ways to help out in the coming months?"
427,Are there any programs in the #DMV collecting clothes for Hurricane #Harvey survivors?  #HarveyRelief
428,Watch on #Periscope: Lularoe come shop with your #lulabro #llr #lularoe #tuw #harvey #lola #kids clothes https://t.co/vDce3tywnV
429,what do you do with flooded clothes? how do you clean them? I'm looking into this this afternoon #khou11 #Harvey
430,Beware of the heath issues w/ contaminated #Harvey &amp; #Irma floodwater. Remember: Don't drink it! Don't wash clothes &amp; dishes with it!
431,As #Osteen passes the collection plate for #Harvey refugees with only the clothes on their backs. https://t.co/MF9w4Nj1yh
432,Anyone know #Harvey donation centers taking clothes? #HelpHou 👇🏼 https://t.co/uZEqJLuN2G
433,"#harvey advice for #Irma2017. 1)Pray. 2)3 days of clothes,undies,socks,sandals packed in backpack in a trashbag. 3)Gas up car NOW. 1/2"
434,Young: You have classmates that are here with nothing but the clothes on their backs #galvnews #harvey
435,Yikes @TODAYshow should know that #harvey people don’t need canned goods or clothes -  use @UnitedWay site https://t.co/7FB584mSrY
436,"Hey #austin peeps- a great list of local spots to drop off #harvey donations like clothes, blankets, shoes etc. https://t.co/Z4TXlaKoQU"
437,Missing @SIDA_chat to finish packing and putting clothes/sneakers in bags to donate for #Harvey #SIDAchat https://t.co/nMkD5gGJ2b
438,@CDCEnvironment Houston news coverage reporting clothes from flood can not be truly cleaned and should be thrown aw… https://t.co/me34GM31xP
439,"How to donate clothes to #Harvey victims and more! @bustle
https://t.co/czesRqLTBp"
440,Whose taking #harvey #clothes and #shoes #donations #today and where???
441,Any orgs still taking in kind donations (clothes etc) in Austin for Harvey and Houston efforts lmk have items ready to drop #harvey #houston
442,"I am looking for a church in or near Katy, TX to pick up supplies to distribute to their community. Food clothes diapers #Harvey #SafeHarvey"
443,Anyone know where in Seattle we can drop off a bunch of clothes for #HurricaneHarvey donations? Thanks! #Seattle #PNW #Harvey #Houston
444,"@BoschGlobal 

Please go to Facebook and see how wonderfully your washer helps clean #Harvey from clothes washed by #DianaDonath!"
445,Our teams are still working in other areas but so thankful we have enough clothes for now. #harvey https://t.co/oA8is1Ltjd
446,"@740KTRH we were evacuated to Austin w a backpack! Austin residents bought us meals, invited to wash clothes, Austin is amazing! #Harvey"
447,Ingredients for washing flooded clothes. #Harvey #HoustonStrong @ProcterGamble @ChurchDwightMex @OdoBanProducts https://t.co/CQvKgPJzh5
448,"#Harvey victims need totes n containers 4 clothes we need to store, any info for where storage containers might be donated?? #khou #abc13"
449,"The generosity God's people at Coker 2day: $2060 in gift cards clothes, diapers, etc were collected for foster children displaced by #Harvey"
450,.@HarryConnickJR spotted at @GRBCC handing out clothes/supplies at the @Walmart table for #Harvey victims in need (… https://t.co/7Slv8jehAD
451,"Any orgs or person with school supplies, baby food/clothes, kids clothes, or donate. #houstonstrong #HarveyRelief… https://t.co/qxLpIYJP79"
452,"Any orgs or person with school supplies, baby food/clothes, kids clothes, or donate. #houstonstrong #HarveyRelief… https://t.co/6ZeYZQVqOq"
453,Watch on #Periscope: LuLaRoe ❤️Sunday 💛Funday #TRL and #Chat #llr #lularoe🦄 #harvey #sarah🦄 #kids clothes #beyou… https://t.co/JADOwsfmZz
454,Volunteers sort clothes and other items for #Harvey victims at Fifth Ward Church of Christ in #Houston.… https://t.co/XOaYZIm8UH
455,My place looks like a tornado hit it. One walk in closet &amp; two other closets I donated half my clothes from each closet. #famlies of #Harvey
456,Watch on #Periscope: LuLaRoe Sunday #trl and chat #lularoe #llr #tuw #sarah #sariah #harvey #kids clothes #carly #c… https://t.co/pnOAMdnxoD
457,https://t.co/c2SjQIeNgT Why cash donations are preferred by charitable groups over clothes and food during times of crisis #irma #harvey
458,"#Houston has thrown out 8 million+ cubic yards of drywall, furniture, appliances and clothes after #Harvey… https://t.co/C4XriD9IjV"
459,#harvey #food #supplies #clothes #resources #charity #donation #help #Texas #relief #programs #nonprofits… https://t.co/g9MXRk8i91
460,"Students caring for fellow students! ❤️ Pick up clothes, shoes, &amp; more at Bush HS, 6707 FM 1464, Richmond—Sat 9/9 9… https://t.co/6neaHMXAMK"
461,Mailing out the first care packages of clothes to help our friends in need in Texas. I'm not @JJWatt but I'll do wh… https://t.co/NvzWBy80V4
462,For those who think inmates are all scum: hubby asked that his mum's clothes be donated to a charity helping victims of #Harvey 💕
463,"The Salvation Army is sending another truck for #Harvey Relief. This one's got diapers, food, clothes, blankets and… https://t.co/HCbb6ODDPc"
464,.@HoustonISD Superintendent Richard Carranza @HISD_Supe w/ students &amp; parents this morning for clothes &amp; uniforms i… https://t.co/loPPRCxLa9
465,Good to see so many people donating today at @M25M_org. We dropped off boxes of clothes #Harvey #Irma https://t.co/Qhgt9mw3eK
466,"Hashtags are great, but action is better.  Send clothes, donate money etc.  Lives are ruined and they need help.  Step up...
#Harvey #Irma"
467,Where can I donate my clothes for hurricane relief #irma #jose #harvey
468,"Sorrow from the storm: Mother died in #Harvey floodwaters trying to save dogs, daughters' clothes https://t.co/VSCxH8R5TX via @houstonchron"
469,"#Houston nurse, Keisha Williams, dies in #Harvey flood trying to save dogs &amp; daughters' school clothes https://t.co/YG4JybxJ9q @HoustonChron"
470,I'm so mad at myself for forgetting about jeans day today &amp; wearing real clothes to school! #harvey got my days all… https://t.co/6e99xPXGud
471,I have some clothes I want to send to Houston but I want them to get to the people any suggestion where I should send them #Harvey
472,"In the wake of storms like #Harvey and #Irma, giving cash is often better than clothes or other goods.… https://t.co/UtKR04hRcD"
473,"#Harvey evacuee Larry Daniel took his 8-week-old chihuahua and the ""clothes on my back"" when escaping the storm.… https://t.co/jBGuDDYg52"
474,"#Harvey evacuee Larry Daniel took his 8-week-old chihuahua and the ""clothes on my back"" when escaping the storm.… https://t.co/V57orkqDj1"
475,"#Harvey left thousands of Texans with just the clothes on their backs. As they return home, @UnitedWayDallas teamed… https://t.co/7EJzDKprwt"
476,"@Macys how about you set up a ""new underwear"" fund of your own instead of  using the Red Cross to sell clothes #hurricaneimra #Harvey"
477,Anyone in #Arizona know where I can donate clothes for #Harvey or #Irma victims I know it's not much but it's all I have to give
478,"Would you wash clothes for inmates at BOP Beaumont facilities as well as TDCJ Stiles, Gist and LeBlanc units? No cl… https://t.co/bFeYLxxcJi"
479,Where can I donate clothes and food for hurricane victims? #IrmaFlorida #IrmaSOS #Irma2017 #HurricaneJose #HurricaneHarvey #Harvey #Irmagerd
480,"Talked w/ mom of #Houston fireman that lost everything but clothes on back,
still focused on #Harvey relief. Sending prayers &amp; gratitude."
481,"Trash items that cannot be easily washed and disinfected such as mattresses, carpets, clothes, etc. #harvey #fortbendrecovers"
482,Watch on #Periscope: Lularoe Sunday Funday Sale #trl #llr #lularoe #kids clothes #harvey #joy #sarah #familyfirst #… https://t.co/d1IgBQ79IP
483,Somehow @MWCleaners where I take clothes only shop in area already up after #Harvey #flooding. Suspect it's because… https://t.co/ptTazVp9tf
484,Thanks to Gordon Parks staff for donating supplies and clothes for Houston ISD and Kay @UPS on Grand Ave for donating the shipping! #Harvey
